,id,time,latitude,longitude,elevation,name
423,423,2023-08-27 22:59:49+00:00,10.72977,106.624319,-36.4,Morning Run
424,424,2023-08-27 22:59:50+00:00,10.729756,106.624331,-36.4,Morning Run
425,425,2023-08-27 22:59:52+00:00,10.729694,106.624328,-36.6,Morning Run
426,426,2023-08-27 22:59:53+00:00,10.729675,106.624344,-36.6,Morning Run
427,427,2023-08-27 22:59:57+00:00,10.729654,106.624435,-36.8,Morning Run
428,428,2023-08-27 22:59:58+00:00,10.729657,106.624461,-36.8,Morning Run
429,429,2023-08-27 22:59:59+00:00,10.729641,106.624482,-36.8,Morning Run
430,430,2023-08-27 23:00:01+00:00,10.729619,106.624523,-36.4,Morning Run
431,431,2023-08-27 23:00:02+00:00,10.729621,106.624552,-36.4,Morning Run
432,432,2023-08-27 23:00:05+00:00,10.729621,106.624637,-36.2,Morning Run
433,433,2023-08-27 23:00:07+00:00,10.72963,106.62469,-36.0,Morning Run
434,434,2023-08-27 23:00:12+00:00,10.729608,106.624804,-35.6,Morning Run
435,435,2023-08-27 23:00:16+00:00,10.729585,106.624887,-35.6,Morning Run
436,436,2023-08-27 23:00:19+00:00,10.729594,106.624963,-35.8,Morning Run
437,437,2023-08-27 23:00:25+00:00,10.729635,106.625074,-35.6,Morning Run
438,438,2023-08-27 23:00:26+00:00,10.729648,106.625085,-35.8,Morning Run
439,439,2023-08-27 23:00:31+00:00,10.729741,106.625143,-35.8,Morning Run
440,440,2023-08-27 23:00:33+00:00,10.729796,106.625158,-35.6,Morning Run
441,441,2023-08-27 23:00:36+00:00,10.729865,106.625115,-35.6,Morning Run
442,442,2023-08-27 23:00:41+00:00,10.729975,106.625114,-35.6,Morning Run
443,443,2023-08-27 23:00:42+00:00,10.729992,106.625122,-35.6,Morning Run
444,444,2023-08-27 23:00:43+00:00,10.73,106.625109,-35.4,Morning Run
445,445,2023-08-27 23:00:45+00:00,10.729997,106.625079,-35.4,Morning Run
446,446,2023-08-27 23:00:48+00:00,10.729993,106.625047,-35.4,Morning Run
447,447,2023-08-27 23:00:50+00:00,10.729965,106.625041,-35.6,Morning Run
448,448,2023-08-27 23:00:53+00:00,10.729947,106.624981,-35.4,Morning Run
449,449,2023-08-27 23:00:54+00:00,10.729955,106.624946,-35.4,Morning Run
450,450,2023-08-27 23:00:59+00:00,10.730005,106.624824,-35.4,Morning Run
451,451,2023-08-27 23:01:04+00:00,10.729988,106.62466,-35.4,Morning Run
452,452,2023-08-27 23:01:08+00:00,10.729955,106.624524,-36.2,Morning Run
453,453,2023-08-27 23:01:10+00:00,10.729982,106.624479,-36.2,Morning Run
454,454,2023-08-27 23:01:15+00:00,10.730092,106.624393,-36.0,Morning Run
455,455,2023-08-27 23:01:16+00:00,10.730112,106.624371,-36.0,Morning Run
456,456,2023-08-27 23:01:17+00:00,10.730133,106.624349,-36.2,Morning Run
457,457,2023-08-27 23:01:20+00:00,10.730224,106.624345,-36.2,Morning Run
458,458,2023-08-27 23:01:26+00:00,10.73036,106.624341,-36.2,Morning Run
459,459,2023-08-27 23:01:27+00:00,10.730389,106.624335,-36.2,Morning Run
460,460,2023-08-27 23:01:30+00:00,10.730457,106.624351,-36.2,Morning Run
461,461,2023-08-27 23:01:32+00:00,10.730504,106.624343,-36.2,Morning Run
462,462,2023-08-27 23:01:36+00:00,10.730592,106.624334,-36.2,Morning Run
463,463,2023-08-27 23:01:38+00:00,10.730577,106.624382,-36.2,Morning Run
464,464,2023-08-27 23:01:45+00:00,10.730494,106.624556,-36.4,Morning Run
465,465,2023-08-27 23:01:48+00:00,10.730407,106.624535,-36.4,Morning Run
466,466,2023-08-27 23:01:50+00:00,10.730333,106.624439,-36.4,Morning Run
467,467,2023-08-27 23:01:52+00:00,10.73033,106.624342,-36.2,Morning Run
468,468,2023-08-27 23:01:57+00:00,10.730334,106.624135,-36.2,Morning Run
469,469,2023-08-27 23:02:02+00:00,10.730345,106.623939,-36.4,Morning Run
470,470,2023-08-27 23:02:04+00:00,10.730309,106.62388,-36.6,Morning Run
471,471,2023-08-27 23:02:06+00:00,10.73033,106.623802,-36.6,Morning Run
472,472,2023-08-27 23:02:07+00:00,10.730362,106.623769,-36.8,Morning Run
473,473,2023-08-27 23:02:08+00:00,10.730401,106.623738,-37.0,Morning Run
474,474,2023-08-27 23:02:11+00:00,10.730497,106.62365,-37.2,Morning Run
475,475,2023-08-27 23:02:16+00:00,10.730707,106.623617,-37.8,Morning Run
476,476,2023-08-27 23:02:17+00:00,10.730739,106.623612,-37.8,Morning Run
477,477,2023-08-27 23:02:23+00:00,10.730915,106.623637,-38.2,Morning Run
478,478,2023-08-27 23:02:28+00:00,10.731056,106.623733,-38.2,Morning Run
479,479,2023-08-27 23:02:29+00:00,10.731078,106.623764,-38.0,Morning Run
480,480,2023-08-27 23:02:32+00:00,10.73112,106.623814,-38.0,Morning Run
481,481,2023-08-27 23:02:33+00:00,10.731125,106.623835,-38.0,Morning Run
482,482,2023-08-27 23:02:41+00:00,10.731124,106.624042,-38.0,Morning Run
483,483,2023-08-27 23:02:44+00:00,10.731111,106.624128,-37.8,Morning Run
484,484,2023-08-27 23:02:47+00:00,10.731104,106.624205,-37.6,Morning Run
485,485,2023-08-27 23:02:48+00:00,10.731087,106.62424,-37.6,Morning Run
486,486,2023-08-27 23:02:49+00:00,10.731068,106.624275,-37.6,Morning Run
487,487,2023-08-27 23:02:53+00:00,10.731017,106.624399,-37.2,Morning Run
488,488,2023-08-27 23:02:56+00:00,10.73098,106.624489,-37.2,Morning Run
489,489,2023-08-27 23:03:01+00:00,10.730954,106.624636,-37.2,Morning Run
490,490,2023-08-27 23:03:02+00:00,10.73094,106.624665,-37.0,Morning Run
491,491,2023-08-27 23:03:03+00:00,10.730945,106.624692,-37.0,Morning Run
492,492,2023-08-27 23:03:04+00:00,10.730934,106.624725,-38.6,Morning Run
493,493,2023-08-27 23:03:06+00:00,10.730935,106.624778,-38.6,Morning Run
494,494,2023-08-27 23:03:13+00:00,10.730909,106.624973,-38.2,Morning Run
495,495,2023-08-27 23:03:14+00:00,10.730902,106.625005,-38.4,Morning Run
496,496,2023-08-27 23:03:21+00:00,10.730896,106.625185,-38.4,Morning Run
497,497,2023-08-27 23:03:28+00:00,10.730905,106.625366,-38.4,Morning Run
498,498,2023-08-27 23:03:33+00:00,10.73091,106.625492,-38.4,Morning Run
499,499,2023-08-27 23:03:35+00:00,10.730929,106.625543,-38.4,Morning Run
500,500,2023-08-27 23:03:38+00:00,10.730972,106.625607,-38.6,Morning Run
501,501,2023-08-27 23:03:45+00:00,10.730999,106.625781,-38.6,Morning Run
502,502,2023-08-27 23:03:51+00:00,10.731031,106.62585,-38.8,Morning Run
503,503,2023-08-27 23:03:55+00:00,10.731018,106.625719,-39.0,Morning Run
504,504,2023-08-27 23:04:02+00:00,10.731005,106.62552,-38.8,Morning Run
505,505,2023-08-27 23:04:05+00:00,10.731007,106.625449,-38.8,Morning Run
506,506,2023-08-27 23:04:12+00:00,10.730978,106.625255,-38.6,Morning Run
507,507,2023-08-27 23:04:13+00:00,10.730975,106.625226,-38.6,Morning Run
508,508,2023-08-27 23:04:20+00:00,10.73099,106.625051,-37.6,Morning Run
509,509,2023-08-27 23:04:23+00:00,10.730985,106.624991,-38.4,Morning Run
510,510,2023-08-27 23:04:25+00:00,10.730976,106.624937,-38.4,Morning Run
511,511,2023-08-27 23:04:32+00:00,10.730992,106.624774,-38.0,Morning Run
512,512,2023-08-27 23:04:33+00:00,10.730987,106.624745,-38.2,Morning Run
513,513,2023-08-27 23:04:37+00:00,10.730991,106.624646,-38.2,Morning Run
514,514,2023-08-27 23:04:43+00:00,10.730999,106.624508,-38.0,Morning Run
515,515,2023-08-27 23:04:45+00:00,10.730993,106.624467,-38.0,Morning Run
516,516,2023-08-27 23:04:48+00:00,10.730968,106.624397,-38.0,Morning Run
517,517,2023-08-27 23:04:55+00:00,10.730946,106.62422,-39.2,Morning Run
518,518,2023-08-27 23:04:59+00:00,10.730951,106.624141,-39.4,Morning Run
519,519,2023-08-27 23:05:01+00:00,10.730929,106.624103,-39.4,Morning Run
520,520,2023-08-27 23:05:04+00:00,10.730904,106.62406,-39.4,Morning Run
521,521,2023-08-27 23:05:05+00:00,10.730887,106.624047,-39.6,Morning Run
522,522,2023-08-27 23:05:06+00:00,10.730896,106.624019,-39.6,Morning Run
523,523,2023-08-27 23:05:08+00:00,10.730907,106.623974,-39.8,Morning Run
524,524,2023-08-27 23:05:09+00:00,10.730905,106.623953,-39.8,Morning Run
525,525,2023-08-27 23:05:18+00:00,10.730891,106.623768,-39.8,Morning Run
526,526,2023-08-27 23:05:22+00:00,10.730837,106.623734,-39.8,Morning Run
527,527,2023-08-27 23:05:23+00:00,10.730818,106.62374,-39.8,Morning Run
528,528,2023-08-27 23:05:24+00:00,10.730801,106.623731,-39.8,Morning Run
529,529,2023-08-27 23:05:28+00:00,10.730724,106.623735,-39.6,Morning Run
530,530,2023-08-27 23:05:35+00:00,10.730609,106.623803,-39.6,Morning Run
531,531,2023-08-27 23:05:38+00:00,10.730576,106.623822,-39.8,Morning Run
532,532,2023-08-27 23:05:40+00:00,10.730567,106.623806,-39.6,Morning Run
533,533,2023-08-27 23:05:44+00:00,10.730539,106.623814,-39.6,Morning Run
534,534,2023-08-27 23:05:46+00:00,10.730507,106.623828,-39.6,Morning Run
535,535,2023-08-27 23:05:54+00:00,10.730351,106.623872,-39.6,Morning Run
536,536,2023-08-27 23:05:56+00:00,10.730317,106.623905,-39.8,Morning Run
537,537,2023-08-27 23:05:58+00:00,10.730309,106.623907,-39.8,Morning Run
538,538,2023-08-27 23:06:02+00:00,10.730279,106.623943,-39.6,Morning Run
539,539,2023-08-27 23:06:04+00:00,10.730246,106.623964,-39.6,Morning Run
540,540,2023-08-27 23:06:07+00:00,10.730226,106.624001,-39.6,Morning Run
541,541,2023-08-27 23:06:13+00:00,10.730165,106.624116,-39.6,Morning Run
542,542,2023-08-27 23:06:19+00:00,10.730121,106.624254,-38.8,Morning Run
543,543,2023-08-27 23:06:20+00:00,10.730106,106.624274,-38.8,Morning Run
544,544,2023-08-27 23:06:22+00:00,10.730058,106.624311,-38.6,Morning Run
545,545,2023-08-27 23:06:23+00:00,10.730037,106.624328,-38.6,Morning Run
546,546,2023-08-27 23:06:25+00:00,10.729991,106.624323,-38.6,Morning Run
547,547,2023-08-27 23:06:27+00:00,10.729933,106.624331,-38.6,Morning Run
548,548,2023-08-27 23:06:32+00:00,10.72975,106.624341,-39.0,Morning Run
549,549,2023-08-27 23:06:35+00:00,10.729691,106.62439,-39.0,Morning Run
550,550,2023-08-27 23:06:36+00:00,10.729684,106.624417,-39.0,Morning Run
551,551,2023-08-27 23:06:40+00:00,10.729644,106.62449,-39.0,Morning Run
552,552,2023-08-27 23:06:41+00:00,10.729642,106.624514,-39.0,Morning Run
553,553,2023-08-27 23:06:43+00:00,10.729629,106.624553,-39.2,Morning Run
554,554,2023-08-27 23:06:47+00:00,10.729614,106.624648,-39.0,Morning Run
555,555,2023-08-27 23:06:50+00:00,10.729599,106.624731,-39.0,Morning Run
556,556,2023-08-27 23:06:52+00:00,10.729577,106.62479,-39.0,Morning Run
557,557,2023-08-27 23:06:54+00:00,10.729588,106.624848,-39.0,Morning Run
558,558,2023-08-27 23:06:56+00:00,10.729593,106.624905,-39.0,Morning Run
559,559,2023-08-27 23:07:01+00:00,10.729619,106.625031,-39.0,Morning Run
560,560,2023-08-27 23:07:04+00:00,10.729658,106.625088,-39.0,Morning Run
561,561,2023-08-27 23:07:05+00:00,10.729684,106.625088,-39.2,Morning Run
562,562,2023-08-27 23:07:09+00:00,10.729755,106.625104,-39.0,Morning Run
563,563,2023-08-27 23:07:11+00:00,10.729796,106.625157,-39.0,Morning Run
564,564,2023-08-27 23:07:12+00:00,10.729822,106.625151,-39.0,Morning Run
565,565,2023-08-27 23:07:15+00:00,10.729879,106.625134,-38.8,Morning Run
566,566,2023-08-27 23:07:19+00:00,10.729953,106.625147,-38.8,Morning Run
567,567,2023-08-27 23:07:20+00:00,10.729968,106.62516,-38.8,Morning Run
568,568,2023-08-27 23:07:22+00:00,10.729988,106.625137,-38.8,Morning Run
569,569,2023-08-27 23:07:23+00:00,10.729987,106.625121,-39.0,Morning Run
570,570,2023-08-27 23:07:30+00:00,10.729984,106.625001,-38.8,Morning Run
571,571,2023-08-27 23:07:33+00:00,10.729981,106.624938,-38.8,Morning Run
572,572,2023-08-27 23:07:35+00:00,10.729977,106.624882,-38.8,Morning Run
573,573,2023-08-27 23:07:42+00:00,10.729931,106.624687,-38.6,Morning Run
574,574,2023-08-27 23:07:48+00:00,10.729928,106.624502,-38.6,Morning Run
575,575,2023-08-27 23:07:50+00:00,10.729962,106.624456,-38.6,Morning Run
576,576,2023-08-27 23:07:52+00:00,10.729996,106.624416,-38.6,Morning Run
577,577,2023-08-27 23:07:56+00:00,10.729996,106.624416,-38.8,Morning Run
578,578,2023-08-27 23:08:04+00:00,10.729996,106.624416,-39.0,Morning Run
579,579,2023-08-27 23:08:10+00:00,10.729996,106.624416,-38.8,Morning Run
580,580,2023-08-27 23:08:15+00:00,10.729996,106.624416,-38.8,Morning Run
581,581,2023-08-27 23:08:23+00:00,10.729996,106.624416,-38.8,Morning Run
582,582,2023-08-27 23:08:24+00:00,10.729996,106.624416,-38.8,Morning Run
583,583,2023-08-27 23:08:26+00:00,10.729996,106.624416,-38.6,Morning Run
