airline,airline_id,src,src_id,dest,dest_id,codeshare,stops,equipment,src_lat,src_lon,dest_lat,dest_lon,id
AB,"214",KGS,"1458",CGN,"344",,"0",738 73G,36.79330063,27.0916996,50.86589813,7.142739773,"7367"
AB,"214",KGS,"1458",LEJ,"348",,"0","738",36.79330063,27.0916996,51.423889,12.236389,"7370"
AB,"214",KGS,"1458",TXL,"351",,"0",320 738,36.79330063,27.0916996,52.5597,13.2877,"7372"
AB,"214",KLX,"1456",VIE,"1613",,"0",320 E90,37.06829834,22.02549934,48.11029816,16.56970024,"7373"
AB,"214",KRK,"669",TXL,"351",,"0",DH4 319 73G,50.077702,19.7848,52.5597,13.2877,"7374"
AB,"214",KVA,"1462",DUS,"345",,"0","738",40.91329956,24.61919975,51.289501,6.76678,"7375"
AB,"214",KVA,"1462",MUC,"346",,"0","738",40.91329956,24.61919975,48.353802,11.7861,"7376"
AB,"214",LCA,"1197",VIE,"1613",,"0","320",34.87509918,33.62490082,48.11029816,16.56970024,"7378"
AB,"214",LED,"2948",TXL,"351",,"0",73G 738,59.8003006,30.26250076,52.5597,13.2877,"7381"
AB,"214",LEI,"1213",PMI,"3998",,"0","738",36.84389877,-2.370100021,39.55170059,2.738810062,"7382"
AB,"214",LNZ,"1611",PMI,"3998",Y,"0","320",48.2332,14.1875,39.55170059,2.738810062,"7404"
AB,"214",LPA,"1054",BSL,"1423",,"0","320",27.93190002,-15.38659954,47.59,7.5291667,"7405"
AB,"214",LPA,"1054",NUE,"347",,"0","738",27.93190002,-15.38659954,49.498699,11.078056,"7410"
AB,"214",LPA,"1054",SZG,"1612",,"0","320",27.93190002,-15.38659954,47.79330063,13.00430012,"7411"
AB,"214",LPA,"1054",TXL,"351",,"0",321 320,27.93190002,-15.38659954,52.5597,13.2877,"7412"
AB,"214",LPA,"1054",VIE,"1613",,"0","320",27.93190002,-15.38659954,48.11029816,16.56970024,"7413"
AB,"214",LPA,"1054",ZRH,"1678",,"0","320",27.93190002,-15.38659954,47.464699,8.54917,"7414"
AB,"214",MAD,"1229",DUS,"345",,"0",32A 738 321,40.471926,-3.56264,51.289501,6.76678,"7415"
AB,"214",MAD,"1229",GVA,"1665",Y,"0",319 320,40.471926,-3.56264,46.23809814,6.108950138,"7417"
AB,"214",MAD,"1229",MUC,"346",Y,"0",319 320 321,40.471926,-3.56264,48.353802,11.7861,"7418"
AB,"214",MAD,"1229",TXL,"351",,"0",738 320,40.471926,-3.56264,52.5597,13.2877,"7419"
AB,"214",MAD,"1229",VIE,"1613",,"0",320 321,40.471926,-3.56264,48.11029816,16.56970024,"7420"
AB,"214",MAD,"1229",ZRH,"1678",Y,"0","319",40.471926,-3.56264,47.464699,8.54917,"7421"
AB,"214",MAH,"1231",CGN,"344",,"0","738",39.86259842,4.218649864,50.86589813,7.142739773,"7422"
AB,"214",MAH,"1231",DUS,"345",,"0","738",39.86259842,4.218649864,51.289501,6.76678,"7423"
AB,"214",MAH,"1231",MUC,"346",,"0","738",39.86259842,4.218649864,48.353802,11.7861,"7424"
AB,"214",MAH,"1231",TXL,"351",,"0","738",39.86259842,4.218649864,52.5597,13.2877,"7426"
AB,"214",MJT,"1469",MUC,"346",,"0","320",39.05670166,26.59830093,48.353802,11.7861,"7430"
AB,"214",MLA,"1606",VIE,"1613",,"0",E90,35.857498,14.4775,48.11029816,16.56970024,"7431"
AB,"214",MUC,"346",AMM,"2170",Y,"0","319",48.353802,11.7861,31.72260094,35.99319839,"7435"
AB,"214",MUC,"346",AOK,"1459",,"0","320",48.353802,11.7861,35.42139816,27.14599991,"7436"
AB,"214",MUC,"346",BDS,"1506",,"0",73G 738,48.353802,11.7861,40.6576,17.947001,"7439"
AB,"214",MUC,"346",CAG,"1519",,"0",320 738,48.353802,11.7861,39.251499,9.05428,"7440"
AB,"214",MUC,"346",CGN,"344",,"0",73G,48.353802,11.7861,50.86589813,7.142739773,"7442"
AB,"214",MUC,"346",DME,"4029",,"0","738",48.353802,11.7861,55.40879822,37.90629959,"7444"
AB,"214",MUC,"346",NAP,"1561",,"0",320 738,48.353802,11.7861,40.886002,14.2908,"7461"
AB,"214",MUC,"346",OLB,"1520",,"0",73G 738 320,48.353802,11.7861,40.898701,9.51763,"7463"
AB,"214",MUC,"346",TXL,"351",,"0",738 321 320 319 73G,48.353802,11.7861,52.5597,13.2877,"7474"
AB,"214",MUC,"346",VIE,"1613",Y,"0",E90,48.353802,11.7861,48.11029816,16.56970024,"7475"
AB,"214",MUC,"346",ZTH,"1488",,"0","738",48.353802,11.7861,37.7509,20.8843,"7476"
AB,"214",MXP,"1524",TXL,"351",,"0",738 73G 320,45.6306,8.72811,52.5597,13.2877,"7478"
AB,"214",MXP,"1524",VIE,"1613",Y,"0",E90,45.6306,8.72811,48.11029816,16.56970024,"7479"
AB,"214",NAP,"1561",TXL,"351",,"0",320 73G,40.886002,14.2908,52.5597,13.2877,"7483"
AB,"214",NAP,"1561",ZRH,"1678",,"0","320",40.886002,14.2908,47.464699,8.54917,"7484"
AB,"214",NBE,"7447",CGN,"344",,"0","738",36.075833,10.438611,50.86589813,7.142739773,"7485"
AB,"214",NBE,"7447",DRS,"338",,"0","738",36.075833,10.438611,51.13280106,13.76720047,"7486"
AB,"214",NBE,"7447",TXL,"351",,"0","738",36.075833,10.438611,52.5597,13.2877,"7490"
AB,"214",NCE,"1354",VIE,"1613",Y,"0",E90,43.65840149,7.215869904,48.11029816,16.56970024,"7492"
AB,"214",NUE,"347",AYT,"1688",,"0","738",49.498699,11.078056,36.898701,30.800501,"7493"
AB,"214",NUE,"347",DJE,"293",,"0","738",49.498699,11.078056,33.875,10.7755003,"7494"
AB,"214",NUE,"347",KGS,"1458",,"0","738",49.498699,11.078056,36.79330063,27.0916996,"7501"
AB,"214",NUE,"347",NBE,"7447",,"0","738",49.498699,11.078056,36.075833,10.438611,"7503"
AB,"214",NUE,"347",TXL,"351",,"0",DH4 319,49.498699,11.078056,52.5597,13.2877,"7512"
AB,"214",NUE,"347",VIE,"1613",,"0",DH4,49.498699,11.078056,48.11029816,16.56970024,"7513"
AB,"214",OLB,"1520",CGN,"344",,"0","738",40.898701,9.51763,50.86589813,7.142739773,"7514"
AB,"214",OLB,"1520",NUE,"347",,"0","738",40.898701,9.51763,49.498699,11.078056,"7518"
AB,"214",OLB,"1520",TXL,"351",,"0",320 73G,40.898701,9.51763,52.5597,13.2877,"7520"
AB,"214",OLB,"1520",VIE,"1613",,"0","320",40.898701,9.51763,48.11029816,16.56970024,"7521"
AB,"214",OLB,"1520",ZRH,"1678",,"0",320 738,40.898701,9.51763,47.464699,8.54917,"7522"
AB,"214",ORD,"3830",TXL,"351",,"0","332",41.9786,-87.9048,52.5597,13.2877,"7524"
AB,"214",ORY,"1386",TXL,"351",,"0",738 320 319,48.7233333,2.3794444,52.5597,13.2877,"7526"
AB,"214",PEK,"3364",TXL,"351",Y,"0","330",40.08010101,116.5849991,52.5597,13.2877,"7534"
AB,"214",PMI,"3998",ALC,"1212",,"0",321 320,39.55170059,2.738810062,38.28219986,-0.558156013,"7536"
AB,"214",PMI,"3998",BIO,"1216",,"0",320 738,39.55170059,2.738810062,43.30110168,-2.910609961,"7537"
AB,"214",PMI,"3998",BSL,"1423",,"0",320 738,39.55170059,2.738810062,47.59,7.5291667,"7539"
AB,"214",PMI,"3998",DRS,"338",,"0",738 321,39.55170059,2.738810062,51.13280106,13.76720047,"7542"
AB,"214",PMI,"3998",MAH,"1231",,"0",320 319,39.55170059,2.738810062,39.86259842,4.218649864,"7558"
AB,"214",PMI,"3998",NUE,"347",,"0","738",39.55170059,2.738810062,49.498699,11.078056,"7560"
AB,"214",PMI,"3998",SCN,"349",,"0",73G 738 320,39.55170059,2.738810062,49.21459961,7.109509945,"7562"
AB,"214",PMI,"3998",SZG,"1612",Y,"0","320",39.55170059,2.738810062,47.79330063,13.00430012,"7565"
AB,"214",PMI,"3998",TXL,"351",,"0",321 738 320,39.55170059,2.738810062,52.5597,13.2877,"7566"
AB,"214",PMI,"3998",VIE,"1613",,"0",321 320,39.55170059,2.738810062,48.11029816,16.56970024,"7567"
AB,"214",PMI,"3998",XRY,"1226",,"0","320",39.55170059,2.738810062,36.74459839,-6.060110092,"7569"
AB,"214",PMI,"3998",ZRH,"1678",,"0",738 320 332 321,39.55170059,2.738810062,47.464699,8.54917,"7570"
AB,"214",PVK,"1470",MUC,"346",,"0","320",38.92549896,20.76530075,48.353802,11.7861,"7575"
AB,"214",PVK,"1470",VIE,"1613",,"0",E90,38.92549896,20.76530075,48.11029816,16.56970024,"7576"
AB,"214",RHO,"1472",DRS,"338",,"0","738",36.40539932,28.08620071,51.13280106,13.76720047,"7577"
AB,"214",RHO,"1472",NUE,"347",,"0","738",36.40539932,28.08620071,49.498699,11.078056,"7580"
AB,"214",RHO,"1472",TXL,"351",,"0","320",36.40539932,28.08620071,52.5597,13.2877,"7581"
AB,"214",RHO,"1472",VIE,"1613",,"0",320 E90,36.40539932,28.08620071,48.11029816,16.56970024,"7582"
AB,"214",SAW,"4317",CGN,"344",,"0","738",40.89860153,29.30920029,50.86589813,7.142739773,"7590"
AB,"214",SAW,"4317",MUC,"346",,"0",738 320,40.89860153,29.30920029,48.353802,11.7861,"7592"
AB,"214",SAW,"4317",NUE,"347",,"0","738",40.89860153,29.30920029,49.498699,11.078056,"7593"
AB,"214",SAW,"4317",STR,"350",,"0",320 738,40.89860153,29.30920029,48.68989944,9.221960068,"7594"
AB,"214",SAW,"4317",SXF,"337",,"0","738",40.89860153,29.30920029,52.380001,13.5225,"7595"
AB,"214",SCN,"349",TXL,"351",,"0",73G 320,49.21459961,7.109509945,52.5597,13.2877,"7597"
AB,"214",SKG,"1486",TXL,"351",,"0","319",40.5196991,22.97089958,52.5597,13.2877,"7605"
AB,"214",SKG,"1486",VIE,"1613",,"0",E90,40.5196991,22.97089958,48.11029816,16.56970024,"7606"
AB,"214",SMI,"1476",MUC,"346",,"0","320",37.68999863,26.9116993,48.353802,11.7861,"7608"
AB,"214",SMI,"1476",NUE,"347",,"0","738",37.68999863,26.9116993,49.498699,11.078056,"7609"
AB,"214",SMI,"1476",TXL,"351",,"0","320",37.68999863,26.9116993,52.5597,13.2877,"7610"
AB,"214",SPU,"1206",NUE,"347",,"0",DH4,43.53889847,16.29800034,49.498699,11.078056,"7613"
AB,"214",STR,"350",AGP,"1230",,"0",320 738,48.68989944,9.221960068,36.67490005,-4.499110222,"7615"
AB,"214",STR,"350",ALC,"1212",,"0",320 738,48.68989944,9.221960068,38.28219986,-0.558156013,"7616"
AB,"214",STR,"350",BEG,"1739",,"0",733 319,48.68989944,9.221960068,44.81840134,20.3090992,"7618"
AB,"214",STR,"350",NAP,"1561",,"0",320 738,48.68989944,9.221960068,40.886002,14.2908,"7628"
AB,"214",STR,"350",OLB,"1520",,"0",320 738 73G,48.68989944,9.221960068,40.898701,9.51763,"7629"
AB,"214",STR,"350",TXL,"351",,"0",738 320 73G 321 DH4 319,48.68989944,9.221960068,52.5597,13.2877,"7633"
AB,"214",STR,"350",VCE,"1551",,"0",320 73G,48.68989944,9.221960068,45.505299,12.3519,"7634"
AB,"214",SUF,"1508",ZRH,"1678",,"0","320",38.905399,16.2423,47.464699,8.54917,"7635"
AB,"214",SZG,"1612",ACE,"1055",,"0","320",47.79330063,13.00430012,28.945499,-13.6052,"7638"
AB,"214",SZG,"1612",CLY,"1322",,"0","320",47.79330063,13.00430012,42.5244444,8.7930556,"7639"
AB,"214",SZG,"1612",TFS,"1056",,"0","320",47.79330063,13.00430012,28.04450035,-16.57250023,"7646"
AB,"214",SZG,"1612",VIE,"1613",,"0","320",47.79330063,13.00430012,48.11029816,16.56970024,"7648"
AB,"214",TFS,"1056",BSL,"1423",,"0","320",28.04450035,-16.57250023,47.59,7.5291667,"7649"
AB,"214",TFS,"1056",DRS,"338",,"0","738",28.04450035,-16.57250023,51.13280106,13.76720047,"7651"
AB,"214",TFS,"1056",NUE,"347",,"0","738",28.04450035,-16.57250023,49.498699,11.078056,"7657"
AB,"214",TFS,"1056",TXL,"351",,"0","321",28.04450035,-16.57250023,52.5597,13.2877,"7659"
AB,"214",TFS,"1056",VIE,"1613",,"0","320",28.04450035,-16.57250023,48.11029816,16.56970024,"7660"
AB,"214",TFS,"1056",ZRH,"1678",,"0","320",28.04450035,-16.57250023,47.464699,8.54917,"7661"
AB,"214",TLV,"1590",MUC,"346",,"0","320",32.01139832,34.88669968,48.353802,11.7861,"7663"
AB,"214",TLV,"1590",TXL,"351",,"0",320 321 738,32.01139832,34.88669968,52.5597,13.2877,"7664"
AB,"214",TXL,"351",ACE,"1055",,"0","321",52.5597,13.2877,28.945499,-13.6052,"7665"
AB,"214",TXL,"351",AGP,"1230",,"0","321",52.5597,13.2877,36.67490005,-4.499110222,"7666"
AB,"214",TXL,"351",ALC,"1212",,"0",320 73G,52.5597,13.2877,38.28219986,-0.558156013,"7667"
AB,"214",TXL,"351",AMM,"2170",Y,"0",320 319,52.5597,13.2877,31.72260094,35.99319839,"7668"
AB,"214",TXL,"351",AYT,"1688",,"0",320 321 738,52.5597,13.2877,36.898701,30.800501,"7671"
AB,"214",TXL,"351",BCN,"1218",,"0",738 320 321,52.5597,13.2877,41.2971,2.07846,"7672"
AB,"214",TXL,"351",BEG,"1739",,"0","319",52.5597,13.2877,44.81840134,20.3090992,"7673"
AB,"214",TXL,"351",BRI,"1501",,"0",738 320,52.5597,13.2877,41.138901,16.760599,"7674"
AB,"214",TXL,"351",BUD,"1489",,"0",73G 319,52.5597,13.2877,47.42976,19.261093,"7675"
AB,"214",TXL,"351",CFU,"1460",,"0",320 321,52.5597,13.2877,39.60189819,19.9116993,"7676"
AB,"214",TXL,"351",DME,"4029",,"0","738",52.5597,13.2877,55.40879822,37.90629959,"7680"
AB,"214",TXL,"351",VCE,"1551",,"0",320 738 73G,52.5597,13.2877,45.505299,12.3519,"7728"
AB,"214",TXL,"351",VIE,"1613",,"0",321 320 E90,52.5597,13.2877,48.11029816,16.56970024,"7729"
AB,"214",TXL,"351",WAW,"679",,"0",DH4 319,52.5597,13.2877,52.16569901,20.96710014,"7730"
AB,"214",TXL,"351",ZRH,"1678",,"0",738 319 321 320 73G,52.5597,13.2877,47.464699,8.54917,"7731"
AB,"214",VIE,"1613",ACE,"1055",,"0","321",48.11029816,16.56970024,28.945499,-13.6052,"7735"
AB,"214",VIE,"1613",AGP,"1230",Y,"0",321 320,48.11029816,16.56970024,36.67490005,-4.499110222,"7736"
AB,"214",VIE,"1613",AMM,"2170",Y,"0",320 319,48.11029816,16.56970024,31.72260094,35.99319839,"7737"
AB,"214",VIE,"1613",CFU,"1460",,"0","320",48.11029816,16.56970024,39.60189819,19.9116993,"7741"
AB,"214",VIE,"1613",CHQ,"1474",,"0","320",48.11029816,16.56970024,35.53170013,24.14970016,"7742"
AB,"214",VIE,"1613",VLC,"1246",Y,"0","320",48.11029816,16.56970024,39.4893,-0.481625,"7773"
AB,"214",VIE,"1613",VOL,"1448",,"0","320",48.11029816,16.56970024,39.21960068,22.79430008,"7774"
AB,"214",VIE,"1613",ZRH,"1678",Y,"0",321 E90 320,48.11029816,16.56970024,47.464699,8.54917,"7775"
AB,"214",VIE,"1613",ZTH,"1488",,"0",320 E90,48.11029816,16.56970024,37.7509,20.8843,"7776"
AB,"214",ZRH,"1678",ACE,"1055",,"0","320",47.464699,8.54917,28.945499,-13.6052,"7783"
AB,"214",ZRH,"1678",ALC,"1212",,"0",320 321,47.464699,8.54917,38.28219986,-0.558156013,"7784"
AB,"214",ZRH,"1678",BDS,"1506",,"0","320",47.464699,8.54917,40.6576,17.947001,"7785"
AB,"214",ZRH,"1678",CTA,"1509",,"0",320 319,47.464699,8.54917,37.466801,15.0664,"7786"
ABJ,"43",GNM,"7407",SSA,"2621",,"0",EMB,-14.20820045,-42.74610138,-12.9086113,-38.32249832,"7808"
ABJ,"43",LAZ,"2582",GNM,"7407",,"0",EMB,-13.26210022,-43.40810013,-14.20820045,-42.74610138,"7809"
ABJ,"43",SSA,"2621",LAZ,"2582",,"0",EMB,-12.9086113,-38.32249832,-13.26210022,-43.40810013,"7810"
AC,"330",ABJ,"253",BRU,"302",,"1","333",5.261390209,-3.926290035,50.90140152,4.48443985,"7811"
AC,"330",AZS,"5810",YUL,"146",,"0","320",19.2670002,-69.74199677,45.47060013,-73.74079895,"7820"
AC,"330",BJM,"1120",NBO,"4059",Y,"0","332",-3.324019909,29.31850052,-1.319239974,36.92779922,"7828"
AC,"330",BOS,"3448",YHZ,"73",Y,"0",CRJ,42.36429977,-71.00520325,44.88079834,-63.50859833,"7833"
AC,"330",BOS,"3448",YOW,"100",Y,"0",DH1,42.36429977,-71.00520325,45.32249832,-75.66919708,"7834"
AC,"330",BRU,"302",BJM,"1120",Y,"0","332",50.90140152,4.48443985,-3.324019909,29.31850052,"7837"
AC,"330",BRU,"302",COO,"245",Y,"0","332",50.90140152,4.48443985,6.357230186,2.384350061,"7838"
AC,"330",BRU,"302",DLA,"897",Y,"0","333",50.90140152,4.48443985,4.006080151,9.719479561,"7840"
AC,"330",BRU,"302",KGL,"1165",Y,"0","332",50.90140152,4.48443985,-1.96863,30.1395,"7841"
AC,"330",BRU,"302",LAD,"951",Y,"0","333",50.90140152,4.48443985,-8.85837,13.2312,"7842"
AC,"330",BRU,"302",OUA,"246",Y,"0","333",50.90140152,4.48443985,12.3532,-1.51242,"7843"
AC,"330",CPH,"609",VNO,"3959",Y,"0",M80,55.61790085,12.65600014,54.634102,25.285801,"7857"
AC,"330",CPH,"609",WAW,"679",Y,"0",M80,55.61790085,12.65600014,52.16569901,20.96710014,"7858"
AC,"330",DCA,"3520",YOW,"100",Y,"0",CRJ,38.8521,-77.037697,45.32249832,-75.66919708,"7865"
AC,"330",DEL,"3093",BRU,"302",Y,"0","332",28.5665,77.103104,50.90140152,4.48443985,"7868"
AC,"330",DEN,"3751",YEG,"49",Y,"0",CRJ 319 E70,39.86169815,-104.6729965,53.30970001,-113.5800018,"7871"
AC,"330",DEN,"3751",YMM,"90",Y,"0",CR7,39.86169815,-104.6729965,56.65330124,-111.2220001,"7872"
AC,"330",DEN,"3751",YQR,"120",Y,"0",CRJ,39.86169815,-104.6729965,50.43190002,-104.6660004,"7873"
AC,"330",DLA,"897",FIH,"1020",Y,"0","333",4.006080151,9.719479561,-4.38575,15.4446,"7884"
AC,"330",DOH,"11051",FRA,"340",Y,"0","333",25.273056,51.608056,50.033333,8.570556,"7886"
AC,"330",EBB,"1187",BRU,"302",Y,"0","332",0.042386,32.443501,50.90140152,4.48443985,"7889"
AC,"330",EWR,"3494",YEG,"49",Y,"0","319",40.69250107,-74.16870117,53.30970001,-113.5800018,"7891"
AC,"330",FIH,"1020",BRU,"302",Y,"0","333",-4.38575,15.4446,50.90140152,4.48443985,"7899"
AC,"330",FRA,"340",NAP,"1561",Y,"0","321",50.033333,8.570556,40.886002,14.2908,"7906"
AC,"330",FRA,"340",VLC,"1246",Y,"0","319",50.033333,8.570556,39.4893,-0.481625,"7907"
AC,"330",FRA,"340",VNO,"3959",Y,"0","321",50.033333,8.570556,54.634102,25.285801,"7908"
AC,"330",FRA,"340",YOW,"100",,"0","333",50.033333,8.570556,45.32249832,-75.66919708,"7909"
AC,"330",GDN,"668",CPH,"609",Y,"0",M80,54.37760162,18.46619987,55.61790085,12.65600014,"7915"
AC,"330",IAD,"3714",MSY,"3861",Y,"0",ERJ CR7 738 E70 739,38.94449997,-77.45580292,29.99340057,-90.25800323,"7927"
AC,"330",IAD,"3714",YOW,"100",Y,"0",ERJ,38.94449997,-77.45580292,45.32249832,-75.66919708,"7928"
AC,"330",IAH,"3550",MSY,"3861",Y,"0",CR7 320 73G 738 E70 ERJ 319,29.9843998,-95.34140015,29.99340057,-90.25800323,"7931"
AC,"330",IAH,"3550",YEG,"49",Y,"0",738 320 737 319,29.9843998,-95.34140015,53.30970001,-113.5800018,"7932"
AC,"330",JED,"2072",IST,"1701",,"0","321",21.6796,39.156502,41.275278,28.751944,"7942"
AC,"330",LAD,"951",FIH,"1020",Y,"0","333",-8.85837,13.2312,-4.38575,15.4446,"7947"
AC,"330",MBJ,"1780",YHZ,"73",,"0","319",18.50370026,-77.91339874,44.88079834,-63.50859833,"7971"
AC,"330",MUC,"346",SOF,"1194",Y,"0",E95,48.353802,11.7861,42.69669342,23.41143608,"7990"
AC,"330",NBO,"4059",BRU,"302",Y,"0","332",-1.319239974,36.92779922,50.90140152,4.48443985,"7996"
AC,"330",PLS,"1754",YUL,"146",,"0","319",21.77359962,-72.26589966,45.47060013,-73.74079895,"8024"
AC,"330",POP,"1761",YHZ,"73",,"0","319",19.75790024,-70.56999969,44.88079834,-63.50859833,"8026"
AC,"330",SNU,"1918",YHZ,"73",,"0","320",22.49220085,-79.94360352,44.88079834,-63.50859833,"8051"
AC,"330",TLV,"1590",YUL,"146",,"0","763",32.01139832,34.88669968,45.47060013,-73.74079895,"8057"
AC,"330",YBL,"30",YQQ,"119",Y,"0",BEH,49.95080185,-125.2710037,49.71080017,-124.887001,"8075"
AC,"330",YDF,"45",YHZ,"73",Y,"0",CRJ DH1,49.21080017,-57.39139938,44.88079834,-63.50859833,"8079"
AC,"330",YEG,"49",LHR,"507",,"0","763",53.30970001,-113.5800018,51.4706,-0.461941,"8086"
AC,"330",YEG,"49",ORD,"3830",Y,"0",E70 CR7,53.30970001,-113.5800018,41.9786,-87.9048,"8087"
AC,"330",YEG,"49",SFO,"3469",Y,"0",CR7,53.30970001,-113.5800018,37.61899948,-122.375,"8088"
AC,"330",YEG,"49",YMM,"90",Y,"0",DH4,53.30970001,-113.5800018,56.65330124,-111.2220001,"8089"
AC,"330",YEG,"49",YOW,"100",,"0",E90,53.30970001,-113.5800018,45.32249832,-75.66919708,"8090"
AC,"330",YEG,"49",YQR,"120",Y,"0",DH3,53.30970001,-113.5800018,50.43190002,-104.6660004,"8091"
AC,"330",YEG,"49",YQU,"122",Y,"0",DH3,53.30970001,-113.5800018,55.17969894,-118.8850021,"8092"
AC,"330",YFC,"56",YHZ,"73",,"0",BEH,45.8689003,-66.53720093,44.88079834,-63.50859833,"8100"
AC,"330",YFC,"56",YOW,"100",Y,"0",DH1,45.8689003,-66.53720093,45.32249832,-75.66919708,"8101"
AC,"330",YGP,"63",YGR,"65",Y,"0",DH3 DH1,48.77529907,-64.47859955,47.42470169,-61.77809906,"8105"
AC,"330",YGP,"63",YQB,"111",Y,"0",DH1 DH3,48.77529907,-64.47859955,46.7911,-71.393303,"8106"
AC,"330",YHZ,"73",LHR,"507",,"0","763",44.88079834,-63.50859833,51.4706,-0.461941,"8109"
AC,"330",YHZ,"73",ORD,"3830",Y,"0",ERJ,44.88079834,-63.50859833,41.9786,-87.9048,"8110"
AC,"330",YHZ,"73",YOW,"100",,"0",E90,44.88079834,-63.50859833,45.32249832,-75.66919708,"8113"
AC,"330",YHZ,"73",YQM,"117",,"0",BEH,44.88079834,-63.50859833,46.11220169,-64.6785965,"8114"
AC,"330",YHZ,"73",YQX,"125",Y,"0",CRJ CRA,44.88079834,-63.50859833,48.93690109,-54.56809998,"8115"
AC,"330",YHZ,"73",YQY,"126",Y,"0",DH1,44.88079834,-63.50859833,46.1614,-60.047798,"8116"
AC,"330",YHZ,"73",YSJ,"135",,"0",BEH,44.88079834,-63.50859833,45.31610107,-65.89029694,"8117"
AC,"330",YLW,"87",LAX,"3484",Y,"0",CR7,49.95610046,-119.3779984,33.94250107,-118.4079971,"8125"
AC,"330",YOW,"100",LGA,"3697",Y,"0",CRJ,45.32249832,-75.66919708,40.77719879,-73.87259674,"8137"
AC,"330",YOW,"100",LHR,"507",,"0","763",45.32249832,-75.66919708,51.4706,-0.461941,"8138"
AC,"330",YOW,"100",ORD,"3830",Y,"0",ERJ E70,45.32249832,-75.66919708,41.9786,-87.9048,"8139"
AC,"330",YOW,"100",YQB,"111",Y,"0",DH1,45.32249832,-75.66919708,46.7911,-71.393303,"8143"
AC,"330",YOW,"100",YQM,"117",Y,"0",CRJ,45.32249832,-75.66919708,46.11220169,-64.6785965,"8144"
AC,"330",YQB,"111",ORD,"3830",Y,"0",ERJ,46.7911,-71.393303,41.9786,-87.9048,"8153"
AC,"330",YQQ,"119",YVR,"156",Y,"0",BEH,49.71080017,-124.887001,49.19390106,-123.1839981,"8166"
AC,"330",YQR,"120",ORD,"3830",Y,"0",CRJ,50.43190002,-104.6660004,41.9786,-87.9048,"8168"
AC,"330",YUL,"146",BDL,"3825",Y,"0",BEH,45.47060013,-73.74079895,41.93889999,-72.68319702,"8192"
AC,"330",YUL,"146",BOS,"3448",Y,"0",CRJ DH3,45.47060013,-73.74079895,42.36429977,-71.00520325,"8193"
AC,"330",YUL,"146",BRU,"302",,"0","333",45.47060013,-73.74079895,50.90140152,4.48443985,"8194"
AC,"330",YUL,"146",CUN,"1852",,"0","319",45.47060013,-73.74079895,21.03650093,-86.87709808,"8197"
AC,"330",YUL,"146",CZM,"1800",,"0","319",45.47060013,-73.74079895,20.5223999,-86.92559814,"8198"
AC,"330",YUL,"146",DCA,"3520",Y,"0",CRJ,45.47060013,-73.74079895,38.8521,-77.037697,"8199"
AC,"330",YUL,"146",DEN,"3751",,"0",E90,45.47060013,-73.74079895,39.86169815,-104.6729965,"8200"
AC,"330",YUL,"146",EWR,"3494",Y,"0",CRJ,45.47060013,-73.74079895,40.69250107,-74.16870117,"8201"
AC,"330",YUL,"146",FDF,"2878",,"0","319",45.47060013,-73.74079895,14.5909996,-61.00320053,"8202"
AC,"330",YUL,"146",FLL,"3533",,"0","320",45.47060013,-73.74079895,26.072599,-80.152702,"8203"
AC,"330",YUL,"146",FRA,"340",,"0","333",45.47060013,-73.74079895,50.033333,8.570556,"8204"
AC,"330",YUL,"146",GVA,"1665",,"0","333",45.47060013,-73.74079895,46.23809814,6.108950138,"8205"
AC,"330",YUL,"146",IAD,"3714",Y,"0",CR7 ERJ CRJ,45.47060013,-73.74079895,38.94449997,-77.45580292,"8207"
AC,"330",YUL,"146",IAH,"3550",Y,"0",E70,45.47060013,-73.74079895,29.9843998,-95.34140015,"8208"
AC,"330",YUL,"146",LAS,"3877",,"0","763",45.47060013,-73.74079895,36.08010101,-115.1520004,"8209"
AC,"330",YUL,"146",LAX,"3484",,"0","319",45.47060013,-73.74079895,33.94250107,-118.4079971,"8210"
AC,"330",YUL,"146",MBJ,"1780",,"0","319",45.47060013,-73.74079895,18.50370026,-77.91339874,"8213"
AC,"330",YUL,"146",MCO,"3878",,"0","319",45.47060013,-73.74079895,28.42939949,-81.30899811,"8214"
AC,"330",YUL,"146",MUC,"346",Y,"0","333",45.47060013,-73.74079895,48.353802,11.7861,"8215"
AC,"330",YUL,"146",PAP,"1897",,"0","763",45.47060013,-73.74079895,18.57999992,-72.29250336,"8217"
AC,"330",YUL,"146",PTP,"2881",,"0","319",45.47060013,-73.74079895,16.265301,-61.531799,"8218"
AC,"330",YUL,"146",PUJ,"1760",,"0","319",45.47060013,-73.74079895,18.56739998,-68.36340332,"8219"
AC,"330",YUL,"146",SFO,"3469",,"0","319",45.47060013,-73.74079895,37.61899948,-122.375,"8220"
AC,"330",YUL,"146",YBC,"27",Y,"0",DH1,45.47060013,-73.74079895,49.13249969,-68.20439911,"8223"
AC,"330",YUL,"146",YBG,"28",Y,"0",DH1,45.47060013,-73.74079895,48.33060074,-70.99639893,"8224"
AC,"330",YUL,"146",YEG,"49",,"0","320",45.47060013,-73.74079895,53.30970001,-113.5800018,"8225"
AC,"330",YUL,"146",YFC,"56",Y,"0",DH4 DH1,45.47060013,-73.74079895,45.8689003,-66.53720093,"8226"
