airline,airline_id,src,src_id,dest,dest_id,codeshare,stops,equipment,src_lat,src_lon,dest_lat,dest_lon,id
AR,"412",EZE,"3988",FTE,"4061",,"0","737",-34.8222,-58.5358,-50.2803,-72.053101,"11444"
AR,"412",EZE,"3988",GIG,"2560",,"0","737",-34.8222,-58.5358,-22.80999947,-43.25055695,"11445"
AR,"412",EZE,"3988",GRU,"2564",Y,"0",E90,-34.8222,-58.5358,-23.43555641,-46.47305679,"11446"
AR,"412",EZE,"3988",IGR,"2471",,"0","737",-34.8222,-58.5358,-25.737301,-54.4734,"11447"
AR,"412",EZE,"3988",JFK,"3797",,"0","330",-34.8222,-58.5358,40.63980103,-73.77890015,"11448"
AR,"412",EZE,"3988",LIM,"2789",,"0","737",-34.8222,-58.5358,-12.0219,-77.114305,"11449"
AR,"412",EZE,"3988",MAD,"1229",,"0","340",-34.8222,-58.5358,40.471926,-3.56264,"11450"
AR,"412",EZE,"3988",MDZ,"2452",Y,"0",E90,-34.8222,-58.5358,-32.83169937,-68.79290009,"11451"
AR,"412",EZE,"3988",MIA,"3576",,"0",340 330,-34.8222,-58.5358,25.79319954,-80.29060364,"11452"
AR,"412",EZE,"3988",MVD,"2816",Y,"0",E90,-34.8222,-58.5358,-34.838402,-56.0308,"11453"
AR,"412",EZE,"3988",REL,"2490",,"0","737",-34.8222,-58.5358,-43.2105,-65.2703,"11454"
AR,"412",EZE,"3988",ROS,"2440",Y,"0",E90,-34.8222,-58.5358,-32.9036,-60.785,"11455"
AR,"412",EZE,"3988",SCL,"2650",Y,"0",E90,-34.8222,-58.5358,-33.39300156,-70.78579712,"11456"
AR,"412",EZE,"3988",USH,"2497",,"0","340",-34.8222,-58.5358,-54.8433,-68.2958,"11457"
AR,"412",EZE,"3988",VVI,"2771",,"0","737",-34.8222,-58.5358,-17.6448,-63.135399,"11458"
AR,"412",FCO,"1555",EZE,"3988",,"0","340",41.8002778,12.2388889,-34.8222,-58.5358,"11459"
AR,"412",FLN,"2555",AEP,"2442",,"0","737",-27.67027855,-48.55250168,-34.5592,-58.4156,"11460"
AR,"412",FMA,"2470",AEP,"2442",Y,"0",E90,-26.2127,-58.2281,-34.5592,-58.4156,"11461"
AR,"412",FTE,"4061",AEP,"2442",,"0","737",-50.2803,-72.053101,-34.5592,-58.4156,"11462"
AR,"412",FTE,"4061",EZE,"3988",,"0","737",-50.2803,-72.053101,-34.8222,-58.5358,"11463"
AR,"412",FTE,"4061",USH,"2497",,"0","737",-50.2803,-72.053101,-54.8433,-68.2958,"11464"
AR,"412",GIG,"2560",AEP,"2442",,"0","737",-22.80999947,-43.25055695,-34.5592,-58.4156,"11465"
AR,"412",GIG,"2560",EZE,"3988",,"0","737",-22.80999947,-43.25055695,-34.8222,-58.5358,"11466"
AR,"412",GRU,"2564",AEP,"2442",,"0","737",-23.43555641,-46.47305679,-34.5592,-58.4156,"11467"
AR,"412",GRU,"2564",EZE,"3988",Y,"0",E90,-23.43555641,-46.47305679,-34.8222,-58.5358,"11468"
AR,"412",IGR,"2471",AEP,"2442",,"0","737",-25.737301,-54.4734,-34.5592,-58.4156,"11469"
AR,"412",IGR,"2471",EZE,"3988",,"0","737",-25.737301,-54.4734,-34.8222,-58.5358,"11470"
AR,"412",IGR,"2471",SLA,"2476",Y,"0",E90,-25.737301,-54.4734,-24.8560009,-65.48619843,"11471"
AR,"412",IRJ,"2458",AEP,"2442",Y,"0",E90,-29.38159943,-66.79579926,-34.5592,-58.4156,"11472"
AR,"412",JFK,"3797",EZE,"3988",,"0","330",40.63980103,-73.77890015,-34.8222,-58.5358,"11473"
AR,"412",JUJ,"2477",AEP,"2442",,"0","737",-24.392799,-65.097801,-34.5592,-58.4156,"11474"
AR,"412",JUJ,"2477",COR,"2443",Y,"0",E90,-24.392799,-65.097801,-31.323601,-64.208,"11475"
AR,"412",LIM,"2789",EZE,"3988",,"0","737",-12.0219,-77.114305,-34.8222,-58.5358,"11476"
AR,"412",LUQ,"2467",AEP,"2442",Y,"0",E90,-33.27320099,-66.35639954,-34.5592,-58.4156,"11477"
AR,"412",MAD,"1229",EZE,"3988",,"0","340",40.471926,-3.56264,-34.8222,-58.5358,"11478"
AR,"412",MDQ,"2508",AEP,"2442",,"0","737",-37.9342,-57.5733,-34.5592,-58.4156,"11479"
AR,"412",MDZ,"2452",AEP,"2442",,"0","737",-32.83169937,-68.79290009,-34.5592,-58.4156,"11480"
