column_0,src_aoi,dest_aoi,trips_total,devices_total,trips_2016Q1,trips_2016Q2,trips_2016Q3,trips_2016Q4,trips_2017Q1,trips_2017Q2,trips_2017Q3,trips_2017Q4,trips_2018Q1,trips_2018Q2,trips_2018Q3,trips_2018Q4,trips_2019Q1,trips_2019Q2,devices_2016Q1,devices_2016Q2,devices_2016Q3,devices_2016Q4,devices_2017Q1,devices_2017Q2,devices_2017Q3,devices_2017Q4,devices_2018Q1,devices_2018Q2,devices_2018Q3,devices_2018Q4,devices_2019Q1,devices_2019Q2,src_group,src_lat,src_lon,dest_group,dest_lat,dest_lon
0,abc_inco_porto_franco,agrex_porto_franco,19,9,0,0,0,0,0,0,0,0,4,11,3,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0,1,0,Processor,-6.457716829698047,-47.40404019513383,Silo,-6.4529053001877825,-47.408396016957084
1,abc_inco_porto_franco,bunge_porto_franco,34,16,0,0,0,0,2,0,0,0,3,4,0,0,22,3,0,0,0,0,2,0,0,0,3,3,0,0,5,3,Processor,-6.457716829698047,-47.40404019513383,Bunge,-6.456285172910133,-47.41252413522379
2,abc_inco_porto_franco,bunge_porto_nacional,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Processor,-6.457716829698047,-47.40404019513383,Bunge,-10.67826636733225,-48.39236147806783
3,abc_inco_porto_franco,cargill_balsas,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,Processor,-6.457716829698047,-47.40404019513383,Cargill,-7.515752950372763,-46.055375000899964
4,abc_inco_porto_franco,cargill_campos_lindos,6,6,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,Processor,-6.457716829698047,-47.40404019513383,Cargill,-8.087188073403668,-46.660457381524154
5,abc_inco_porto_franco,fazenda_parnaiba,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Processor,-6.457716829698047,-47.40404019513383,Farm,-8.515402891583227,-46.07724974651918
6,abc_inco_porto_franco,fazenda_planeste_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Processor,-6.457716829698047,-47.40404019513383,Farm,-8.440942733021206,-46.62565833426685
7,abc_inco_porto_franco,fazenda_sao_francisco,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Processor,-6.457716829698047,-47.40404019513383,Farm,-13.725986284633427,-45.95482177152421
8,abc_inco_porto_franco,port_tegram_itaqui,15,14,0,0,0,0,0,1,0,0,1,5,0,0,5,3,0,0,0,0,0,1,0,0,1,4,0,0,5,3,Processor,-6.457716829698047,-47.40404019513383,Port,-2.5678155893113224,-44.36412112327756
9,abc_inco_porto_franco,slc_fazenda_planeste,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Processor,-6.457716829698047,-47.40404019513383,SLC Agricola,-8.554625570417382,-46.85891705752508
10,abc_inco_porto_franco,slc_parnagua,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Processor,-6.457716829698047,-47.40404019513383,SLC Agricola,-9.099242155127033,-45.61740838284116
11,abc_inco_porto_franco,unnamed_farm_016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Processor,-6.457716829698047,-47.40404019513383,Farm,-7.876918792001586,-46.362967305006364
12,abc_inco_porto_franco,unnamed_farm_021,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Processor,-6.457716829698047,-47.40404019513383,Farm,-4.834904560026417,-47.28702273108103
13,abc_inco_porto_franco,unnamed_silo_2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Processor,-6.457716829698047,-47.40404019513383,Silo,-8.042865536955613,-45.99720270422564
14,abc_inco_porto_franco,vli_porto_nacional,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Processor,-6.457716829698047,-47.40404019513383,Rail,-10.228910655239533,-48.559928055375714
15,agrex_balsas,abc_inco_porto_franco,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Silo,-7.521072490374383,-46.061578757784936,Processor,-6.457716829698047,-47.40404019513383
16,agrex_balsas,agrex_porto_franco,6,5,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,Silo,-7.521072490374383,-46.061578757784936,Silo,-6.4529053001877825,-47.408396016957084
17,agrex_balsas,bunge_porto_franco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Silo,-7.521072490374383,-46.061578757784936,Bunge,-6.456285172910133,-47.41252413522379
18,agrex_balsas,cargill_balsas,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Silo,-7.521072490374383,-46.061578757784936,Cargill,-7.515752950372763,-46.055375000899964
19,agrex_balsas,fazenda_santo_antonio,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Silo,-7.521072490374383,-46.061578757784936,Farm,-7.81742497204945,-46.30226135288316
20,agrex_balsas,unnamed_silo_2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Silo,-7.521072490374383,-46.061578757784936,Silo,-8.042865536955613,-45.99720270422564
21,agrex_porto_franco,abc_inco_porto_franco,21,12,0,0,0,0,0,0,0,0,6,10,3,1,1,0,0,0,0,0,0,0,0,0,2,6,2,1,1,0,Silo,-6.4529053001877825,-47.408396016957084,Processor,-6.457716829698047,-47.40404019513383
22,agrex_porto_franco,agrex_balsas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Silo,-6.4529053001877825,-47.408396016957084,Silo,-7.521072490374383,-46.061578757784936
23,agrex_porto_franco,bunge_porto_franco,30,8,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,Silo,-6.4529053001877825,-47.408396016957084,Bunge,-6.456285172910133,-47.41252413522379
24,agrex_porto_franco,cargill_balsas,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,Silo,-6.4529053001877825,-47.408396016957084,Cargill,-7.515752950372763,-46.055375000899964
25,agrex_porto_franco,cargill_campos_lindos,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Cargill,-8.087188073403668,-46.660457381524154
26,agrex_porto_franco,coapa_agroindustrial,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Silo,-9.014670778992686,-48.18014849131924
27,agrex_porto_franco,fazenda_cajueiro,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Farm,-7.232241748009938,-45.97761272679879
28,agrex_porto_franco,fazenda_parnaiba,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Farm,-8.515402891583227,-46.07724974651918
29,agrex_porto_franco,port_tegram_itaqui,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Port,-2.5678155893113224,-44.36412112327756
30,agrex_porto_franco,unnamed_farm_017,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Farm,-7.749630687464789,-46.416444770375996
31,agrex_porto_franco,unnamed_farm_055,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Silo,-6.4529053001877825,-47.408396016957084,Farm,-8.148720441705295,-45.21064133838371
32,agrex_porto_franco,vli_porto_nacional,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Silo,-6.4529053001877825,-47.408396016957084,Rail,-10.228910655239533,-48.559928055375714
33,agropecuaria_vertente,bunge_luziana,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Farm,-15.70306215165923,-46.96555876083561,Bunge,-16.123800508168877,-47.9605291390967
34,agropecuaria_vertente,fazenda_dileta,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Farm,-15.70306215165923,-46.96555876083561,Farm,-14.315848459651333,-45.49322256803524
35,agropecuaria_vertente,unnamed_farm_047,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Farm,-15.70306215165923,-46.96555876083561,Farm,-15.854946129848773,-46.78375561140868
36,alz_coaceral,alz_correntina,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ALZ,-10.56947881320294,-45.616555755055316,ALZ,-13.514436413431941,-46.100325311331126
37,alz_coaceral,alz_lem,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,ALZ,-10.56947881320294,-45.616555755055316,ALZ,-12.105648435253842,-45.92666704751776
38,alz_coaceral,bunge_coaceral,16,12,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,3,ALZ,-10.56947881320294,-45.616555755055316,Bunge,-10.557504018190185,-45.605890263759775
39,alz_coaceral,bunge_roda_velha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-10.56947881320294,-45.616555755055316,Bunge,-12.764255981000648,-45.94349369011793
40,alz_coaceral,cargill_coaceral,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ALZ,-10.56947881320294,-45.616555755055316,Cargill,-10.563250890430195,-45.656194044585526
41,alz_coaceral,fazenda_di_domenico,5,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.628831414498043,-45.740351684859725
42,alz_coaceral,fazenda_di_domenico_2,12,7,0,0,0,0,0,0,0,0,2,3,0,1,1,5,0,0,0,0,0,0,0,0,1,2,0,1,1,2,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.591976951619394,-45.76135292601092
43,alz_coaceral,horita_fazenda_ventura,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Horita,-13.136117198477445,-46.16290603306804
44,alz_coaceral,port_cotegipe,13,10,0,0,0,0,0,0,0,0,0,1,1,1,3,7,0,0,0,0,0,0,0,0,0,1,1,1,3,4,ALZ,-10.56947881320294,-45.616555755055316,Port,-12.789990064463964,-38.475345685344294
45,alz_coaceral,slc_fazenda_panorama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-10.56947881320294,-45.616555755055316,SLC Agricola,-13.407856863662431,-46.09643970983853
46,alz_coaceral,slc_fazenda_parceiro,7,4,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,ALZ,-10.56947881320294,-45.616555755055316,SLC Agricola,-10.561974167758288,-45.4494391064967
47,alz_coaceral,timac_candeias,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-10.56947881320294,-45.616555755055316,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
48,alz_coaceral,unnamed_farm_023,31,27,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-11.610576192347839,-45.84390306328809
49,alz_coaceral,unnamed_farm_026,10,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.40434209755447,-45.516406637678415
50,alz_coaceral,unnamed_farm_027,6,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.76148455855798,-45.66348972215333
51,alz_coaceral,unnamed_farm_028,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.753408725292214,-45.68468303108442
52,alz_coaceral,unnamed_farm_029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.73352105522914,-45.708157897226236
53,alz_coaceral,unnamed_farm_030,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.612735534968204,-45.71874232708521
54,alz_coaceral,unnamed_farm_031,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.596444082073235,-45.68794099532225
55,alz_coaceral,unnamed_farm_032,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.68042286742881,-45.65667363639099
56,alz_coaceral,unnamed_farm_033,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.66650556301142,-45.788402932851305
57,alz_coaceral,unnamed_farm_034,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.736001458598363,-45.7963079322169
58,alz_coaceral,unnamed_farm_035,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.53744024641651,-45.602254021013394
59,alz_coaceral,unnamed_farm_038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.351746120276674,-45.55939811480252
60,alz_coaceral,unnamed_farm_039,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.333574850067338,-45.685897791654355
61,alz_coaceral,unnamed_farm_042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.303890561159909,-45.79920567280835
62,alz_coaceral,unnamed_farm_053,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.562056035487178,-45.501538315678395
63,alz_correntina,alz_lem,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ALZ,-13.514436413431941,-46.100325311331126,ALZ,-12.105648435253842,-45.92666704751776
64,alz_correntina,amaggi_fazenda_vale_do_araguaia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,ALZ,-11.720578576444872,-51.99224064251089
65,alz_correntina,bunge_lem,7,7,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,4,ALZ,-13.514436413431941,-46.100325311331126,Bunge,-12.092048017480773,-45.81771347563055
66,alz_correntina,bunge_roda_velha,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Bunge,-12.764255981000648,-45.94349369011793
67,alz_correntina,cargill_barreiras,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.514436413431941,-46.100325311331126,Cargill,-12.119007426839273,-45.09199184596753
68,alz_correntina,cargill_roda_vehla,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ALZ,-13.514436413431941,-46.100325311331126,Cargill,-12.761695705437361,-45.9509617281451
69,alz_correntina,fazenda_autralia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-11.366411263158204,-46.16927578815194
70,alz_correntina,fazenda_celeiro_jaborandi,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-14.375531499328503,-45.54636364017829
71,alz_correntina,fazenda_friere_matriz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Farm,-11.540255585337281,-46.14278560155947
72,alz_correntina,fazenda_ouro_verde,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-13.564687787342196,-46.15780532467192
73,alz_correntina,fazenda_santa_helena,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Farm,-12.125575079952792,-46.317795873052525
74,alz_correntina,fazenda_triunfo,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-11.459930485415171,-45.6156866089245
75,alz_correntina,fazenda_vale_do_arrojado,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-13.760098799273699,-46.01071416803567
76,alz_correntina,horita_fazenda_sagarana,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Horita,-13.76104633724111,-46.162928314815275
77,alz_correntina,ideal_agronegocios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Silo,-16.776261976239606,-47.62586228755776
78,alz_correntina,j&h sementes,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,ALZ,-13.514436413431941,-46.100325311331126,Fertiliser/Seed,-13.770881919061104,-46.15698542173158
79,alz_correntina,port_cotegipe,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,ALZ,-13.514436413431941,-46.100325311331126,Port,-12.789990064463964,-38.475345685344294
80,alz_correntina,slc_fazenda_panorama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,SLC Agricola,-13.407856863662431,-46.09643970983853
81,alz_correntina,timac_candeias,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,ALZ,-13.514436413431941,-46.100325311331126,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
82,alz_correntina,unnamed_farm_029,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-10.73352105522914,-45.708157897226236
83,alz_correntina,unnamed_silo_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-13.514436413431941,-46.100325311331126,Silo,-8.042865536955613,-45.99720270422564
84,alz_correntina,vli_porto_nacional,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,ALZ,-13.514436413431941,-46.100325311331126,Rail,-10.228910655239533,-48.559928055375714
85,alz_correntina,yara_candeias,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.514436413431941,-46.100325311331126,Fertiliser/Seed,-12.711716619452897,-38.483913005924286
86,alz_lem,alz_coaceral,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ALZ,-12.105648435253842,-45.92666704751776,ALZ,-10.56947881320294,-45.616555755055316
87,alz_lem,alz_correntina,5,5,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,ALZ,-12.105648435253842,-45.92666704751776,ALZ,-13.514436413431941,-46.100325311331126
88,alz_lem,bunge_lem,24,19,0,0,3,0,0,0,0,0,5,7,2,0,4,3,0,0,1,0,0,0,0,0,3,6,2,0,4,3,ALZ,-12.105648435253842,-45.92666704751776,Bunge,-12.092048017480773,-45.81771347563055
89,alz_lem,bunge_roda_velha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Bunge,-12.764255981000648,-45.94349369011793
90,alz_lem,bunge_silo_ouro_verde,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Bunge,-11.569615400974012,-46.00380224780701
91,alz_lem,cargill_barreiras,4,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-12.119007426839273,-45.09199184596753
92,alz_lem,cargill_coaceral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-10.563250890430195,-45.656194044585526
93,alz_lem,cargill_estrondo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-11.499290775797174,-46.30263780993221
94,alz_lem,cargill_ouro_verde,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-11.535478325010438,-45.90083123987134
95,alz_lem,cargill_roda_vehla,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-12.761695705437361,-45.9509617281451
96,alz_lem,cibrafertil_candeias,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Fertiliser/Seed,-12.7546159732363,-38.4763253329184
97,alz_lem,fazenda_autralia,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.366411263158204,-46.16927578815194
98,alz_lem,fazenda_barcelona_ouro_verde,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.594322195059112,-46.02040445153415
99,alz_lem,fazenda_dom_laurindo,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,ALZ,-12.105648435253842,-45.92666704751776,Farm,-12.086187441300767,-45.83708768308542
100,alz_lem,fazenda_santa_maria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-10.9719650160018,-46.26712684547938
101,alz_lem,fazenda_santana,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.674450176414853,-45.72150118852054
102,alz_lem,fazenda_sao_francisco_sede,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.677490073852098,-45.51623048706588
103,alz_lem,fazenda_sao_luis_riachao_das_neves,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.649957898188838,-45.796851499824
104,alz_lem,grupo_corringa_lem,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Processor,-12.10004951330251,-45.870416286786245
105,alz_lem,loureiro_agro,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-12.037279413271516,-45.97850755074823
106,alz_lem,mauricea_alimentos_lem_1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ALZ,-12.105648435253842,-45.92666704751776,Processor,-12.104129469207423,-45.873340857532334
107,alz_lem,novaagri_lem,30,15,0,0,0,0,0,4,0,0,0,16,0,1,4,5,0,0,0,0,0,1,0,0,0,4,0,1,4,5,ALZ,-12.105648435253842,-45.92666704751776,Silo,-12.11074253040846,-45.92270406753642
