column_0,src_aoi,dest_aoi,trips_total,devices_total,trips_2016Q1,trips_2016Q2,trips_2016Q3,trips_2016Q4,trips_2017Q1,trips_2017Q2,trips_2017Q3,trips_2017Q4,trips_2018Q1,trips_2018Q2,trips_2018Q3,trips_2018Q4,trips_2019Q1,trips_2019Q2,devices_2016Q1,devices_2016Q2,devices_2016Q3,devices_2016Q4,devices_2017Q1,devices_2017Q2,devices_2017Q3,devices_2017Q4,devices_2018Q1,devices_2018Q2,devices_2018Q3,devices_2018Q4,devices_2019Q1,devices_2019Q2,src_group,src_lat,src_lon,dest_group,dest_lat,dest_lon
692,cargill_coaceral,unnamed_farm_010,9,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Cargill,-10.563250890430195,-45.656194044585526,Farm,-11.39114598485511,-45.44393348055084
693,cargill_coaceral,unnamed_farm_027,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.76148455855798,-45.66348972215333
694,cargill_coaceral,unnamed_farm_029,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.73352105522914,-45.708157897226236
695,cargill_coaceral,unnamed_farm_030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.612735534968204,-45.71874232708521
696,cargill_coaceral,unnamed_farm_031,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.596444082073235,-45.68794099532225
697,cargill_coaceral,unnamed_farm_034,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.736001458598363,-45.7963079322169
698,cargill_coaceral,unnamed_farm_035,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.53744024641651,-45.602254021013394
699,cargill_coaceral,unnamed_farm_053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-10.563250890430195,-45.656194044585526,Farm,-10.562056035487178,-45.501538315678395
700,cargill_estrondo,alz_lem,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cargill,-11.499290775797174,-46.30263780993221,ALZ,-12.105648435253842,-45.92666704751776
701,cargill_estrondo,bunge_lem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.499290775797174,-46.30263780993221,Bunge,-12.092048017480773,-45.81771347563055
702,cargill_estrondo,bunge_silo_ouro_verde,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Cargill,-11.499290775797174,-46.30263780993221,Bunge,-11.569615400974012,-46.00380224780701
703,cargill_estrondo,cargill_barreiras,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Cargill,-11.499290775797174,-46.30263780993221,Cargill,-12.119007426839273,-45.09199184596753
704,cargill_estrondo,cargill_coaceral,5,4,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,Cargill,-11.499290775797174,-46.30263780993221,Cargill,-10.563250890430195,-45.656194044585526
705,cargill_estrondo,cargill_ouro_verde,11,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Cargill,-11.499290775797174,-46.30263780993221,Cargill,-11.535478325010438,-45.90083123987134
706,cargill_estrondo,fazenda_barcelona_ouro_verde,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.594322195059112,-46.02040445153415
707,cargill_estrondo,fazenda_celeiro_jaborandi,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-14.375531499328503,-45.54636364017829
708,cargill_estrondo,fazenda_friere_matriz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.540255585337281,-46.14278560155947
709,cargill_estrondo,fazenda_santana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.674450176414853,-45.72150118852054
710,cargill_estrondo,fazenda_sao_francisco,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-13.725986284633427,-45.95482177152421
711,cargill_estrondo,fazenda_sao_luis_riachao_das_neves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.649957898188838,-45.796851499824
712,cargill_estrondo,fazenda_triunfo,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.459930485415171,-45.6156866089245
713,cargill_estrondo,horita_fazenda_acalanto,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cargill,-11.499290775797174,-46.30263780993221,Horita,-12.962347499947446,-45.98152101910348
714,cargill_estrondo,port_cotegipe,4,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Cargill,-11.499290775797174,-46.30263780993221,Port,-12.789990064463964,-38.475345685344294
715,cargill_estrondo,unnamed_farm_010,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.39114598485511,-45.44393348055084
716,cargill_estrondo,unnamed_farm_023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.499290775797174,-46.30263780993221,Farm,-11.610576192347839,-45.84390306328809
717,cargill_estrondo,unnamed_farm_054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-11.499290775797174,-46.30263780993221,Farm,-8.185590956580581,-45.27128898286969
718,cargill_estrondo,vli_porto_nacional,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Cargill,-11.499290775797174,-46.30263780993221,Rail,-10.228910655239533,-48.559928055375714
719,cargill_ouro_verde,alz_correntina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-11.535478325010438,-45.90083123987134,ALZ,-13.514436413431941,-46.100325311331126
720,cargill_ouro_verde,bunge_lem,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Cargill,-11.535478325010438,-45.90083123987134,Bunge,-12.092048017480773,-45.81771347563055
721,cargill_ouro_verde,bunge_ouro_verde,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Cargill,-11.535478325010438,-45.90083123987134,Bunge,-11.534944020048753,-45.92098031028604
722,cargill_ouro_verde,bunge_silo_ouro_verde,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Bunge,-11.569615400974012,-46.00380224780701
723,cargill_ouro_verde,cargill_barreiras,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-11.535478325010438,-45.90083123987134,Cargill,-12.119007426839273,-45.09199184596753
724,cargill_ouro_verde,cargill_estrondo,10,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.535478325010438,-45.90083123987134,Cargill,-11.499290775797174,-46.30263780993221
725,cargill_ouro_verde,cargill_roda_vehla,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Cargill,-12.761695705437361,-45.9509617281451
726,cargill_ouro_verde,fazenda_autralia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-11.535478325010438,-45.90083123987134,Farm,-11.366411263158204,-46.16927578815194
727,cargill_ouro_verde,fazenda_barcelona_ouro_verde,7,6,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,Cargill,-11.535478325010438,-45.90083123987134,Farm,-11.594322195059112,-46.02040445153415
728,cargill_ouro_verde,fazenda_sao_luis_riachao_das_neves,6,5,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,Cargill,-11.535478325010438,-45.90083123987134,Farm,-11.649957898188838,-45.796851499824
729,cargill_ouro_verde,fazenda_triunfo,5,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Farm,-11.459930485415171,-45.6156866089245
730,cargill_ouro_verde,franor_fazenda_palmeiras,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Farm,-12.652669516559563,-45.70684040637177
731,cargill_ouro_verde,franor_fazenda_sao_luis,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Farm,-12.924557077577175,-45.728155297006616
732,cargill_ouro_verde,loureiro_agro,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Farm,-12.037279413271516,-45.97850755074823
733,cargill_ouro_verde,port_cotegipe,10,10,1,0,0,0,0,0,0,0,0,3,0,0,4,2,1,0,0,0,0,0,0,0,0,3,0,0,4,2,Cargill,-11.535478325010438,-45.90083123987134,Port,-12.789990064463964,-38.475345685344294
734,cargill_ouro_verde,slc_fazenda_palmares,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-11.535478325010438,-45.90083123987134,SLC Agricola,-11.67320397041146,-46.061597891925054
735,cargill_ouro_verde,timac_candeias,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
736,cargill_ouro_verde,unnamed_farm_002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Farm,-11.5273992702501,-46.07204642394317
737,cargill_ouro_verde,vli_porto_nacional,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-11.535478325010438,-45.90083123987134,Rail,-10.228910655239533,-48.559928055375714
738,cargill_roda_vehla,alz_correntina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-12.761695705437361,-45.9509617281451,ALZ,-13.514436413431941,-46.100325311331126
739,cargill_roda_vehla,bunge_lem,6,6,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,3,Cargill,-12.761695705437361,-45.9509617281451,Bunge,-12.092048017480773,-45.81771347563055
740,cargill_roda_vehla,bunge_roda_velha,20,16,0,0,0,0,1,0,0,0,3,9,2,0,1,4,0,0,0,0,1,0,0,0,2,6,2,0,1,4,Cargill,-12.761695705437361,-45.9509617281451,Bunge,-12.764255981000648,-45.94349369011793
741,cargill_roda_vehla,bunge_silo_ouro_verde,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,Bunge,-11.569615400974012,-46.00380224780701
742,cargill_roda_vehla,cargill_barreiras,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Cargill,-12.761695705437361,-45.9509617281451,Cargill,-12.119007426839273,-45.09199184596753
743,cargill_roda_vehla,cargill_coaceral,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,Cargill,-10.563250890430195,-45.656194044585526
744,cargill_roda_vehla,cargill_ouro_verde,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Cargill,-12.761695705437361,-45.9509617281451,Cargill,-11.535478325010438,-45.90083123987134
745,cargill_roda_vehla,cooproeste_roda_velha,11,7,0,0,0,0,0,0,0,0,0,5,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1,3,2,Cargill,-12.761695705437361,-45.9509617281451,Silo,-12.75003764443887,-45.940215817385166
746,cargill_roda_vehla,fazenda_morro_agudo,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Cargill,-12.761695705437361,-45.9509617281451,Farm,-13.115387835109038,-46.17088143697659
747,cargill_roda_vehla,fazenda_sao_francisco_sede,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Cargill,-12.761695705437361,-45.9509617281451,Farm,-11.677490073852098,-45.51623048706588
748,cargill_roda_vehla,fertipar_candeiras,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cargill,-12.761695705437361,-45.9509617281451,Farm,-12.712873817724457,-38.47439442397067
749,cargill_roda_vehla,franor_fazenda_sao_luis,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,Farm,-12.924557077577175,-45.728155297006616
750,cargill_roda_vehla,horita_fazenda_acalanto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cargill,-12.761695705437361,-45.9509617281451,Horita,-12.962347499947446,-45.98152101910348
751,cargill_roda_vehla,horita_fazenda_querubim,5,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,Cargill,-12.761695705437361,-45.9509617281451,Horita,-12.770338789448683,-46.031524511274675
752,cargill_roda_vehla,port_cotegipe,18,18,0,0,0,0,1,0,0,0,0,4,2,0,5,6,0,0,0,0,1,0,0,0,0,4,2,0,5,6,Cargill,-12.761695705437361,-45.9509617281451,Port,-12.789990064463964,-38.475345685344294
753,cargill_roda_vehla,slc_fazenda_parceiro,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,SLC Agricola,-10.561974167758288,-45.4494391064967
754,cargill_roda_vehla,timac_candeias,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
755,cargill_roda_vehla,unnamed_farm_022,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-12.761695705437361,-45.9509617281451,Farm,-12.518218499789677,-46.15623204237453
756,chs_bom_jesus,bunge_bom_jesus,7,4,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Bunge,-9.278470271396909,-44.87886371113679
757,chs_bom_jesus,fazenda_celeiro_piaui,13,5,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Farm,-9.399037838377366,-45.12093876181212
758,chs_bom_jesus,fazenda_redencao_do_gurguela,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Farm,-9.299783378658342,-44.90083942735966
759,chs_bom_jesus,fazenda_santa_isabel,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Farm,-9.345045134122074,-44.94029867115553
760,chs_bom_jesus,port_tegram_itaqui,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Port,-2.5678155893113224,-44.36412112327756
761,chs_bom_jesus,unnamed_farm_003,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Farm,-9.279650322893781,-44.98758500860725
762,chs_bom_jesus,unnamed_silo_1,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CHS,-9.273679128125826,-44.96242141472304,Silo,-9.10207429984605,-46.3343171493499
763,cibrafertil_candeias,alz_correntina,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,ALZ,-13.514436413431941,-46.100325311331126
764,cibrafertil_candeias,bunge_garganta,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Bunge,-11.01867014738195,-46.27272260439458
765,cibrafertil_candeias,bunge_lem,11,11,0,0,1,0,0,0,0,0,0,0,0,3,5,2,0,0,1,0,0,0,0,0,0,0,0,3,5,2,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Bunge,-12.092048017480773,-45.81771347563055
766,cibrafertil_candeias,bunge_ouro_verde,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Bunge,-11.534944020048753,-45.92098031028604
767,cibrafertil_candeias,bunge_urucui,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Bunge,-7.378023049567718,-44.3946800982902
768,cibrafertil_candeias,cargill_barreiras,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Cargill,-12.119007426839273,-45.09199184596753
769,cibrafertil_candeias,cargill_coaceral,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Cargill,-10.563250890430195,-45.656194044585526
770,cibrafertil_candeias,fazenda_agronol,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-11.954350602784572,-45.731066535724906
771,cibrafertil_candeias,fazenda_celeiro_jaborandi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-14.375531499328503,-45.54636364017829
772,cibrafertil_candeias,fazenda_santa_helena,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-12.125575079952792,-46.317795873052525
773,cibrafertil_candeias,fazenda_sao_francisco,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-13.725986284633427,-45.95482177152421
774,cibrafertil_candeias,fazenda_sao_francisco_sede,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-11.677490073852098,-45.51623048706588
775,cibrafertil_candeias,fertipar_candeiras,5,5,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-12.712873817724457,-38.47439442397067
776,cibrafertil_candeias,franor_fazenda_palmeiras,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-12.652669516559563,-45.70684040637177
777,cibrafertil_candeias,franor_fazenda_sao_luis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-12.924557077577175,-45.728155297006616
778,cibrafertil_candeias,j&h sementes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Fertiliser/Seed,-13.770881919061104,-46.15698542173158
779,cibrafertil_candeias,port_cotegipe,10,8,0,0,1,0,0,0,0,0,0,0,4,2,1,2,0,0,1,0,0,0,0,0,0,0,2,2,1,2,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Port,-12.789990064463964,-38.475345685344294
780,cibrafertil_candeias,slc_fazenda_panorama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,SLC Agricola,-13.407856863662431,-46.09643970983853
781,cibrafertil_candeias,timac_candeias,6,6,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
782,cibrafertil_candeias,unnamed_farm_038,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Farm,-10.351746120276674,-45.55939811480252
783,cibrafertil_candeias,yara_candeias,17,10,0,0,0,2,0,0,0,0,2,2,7,1,1,2,0,0,0,1,0,0,0,0,2,1,2,1,1,2,Fertiliser/Seed,-12.7546159732363,-38.4763253329184,Fertiliser/Seed,-12.711716619452897,-38.483913005924286
784,coagril_unai,agrex_porto_franco,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Silo,-16.318401241892996,-46.95073450505078,Silo,-6.4529053001877825,-47.408396016957084
785,coagril_unai,bunge_luziana,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Silo,-16.318401241892996,-46.95073450505078,Bunge,-16.123800508168877,-47.9605291390967
786,coagril_unai,capul_animal_feed,5,5,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,Silo,-16.318401241892996,-46.95073450505078,Processor,-16.31926731234801,-46.90143130201021
787,coagril_unai,fazenda_planeste_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Silo,-16.318401241892996,-46.95073450505078,Farm,-8.440942733021206,-46.62565833426685
788,coagril_unai,fazenda_santa_matilde,4,4,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,Silo,-16.318401241892996,-46.95073450505078,Farm,-16.01127305604627,-47.12880413409528
789,coagril_unai,port_teg_santos,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Silo,-16.318401241892996,-46.95073450505078,Port,-23.972530772763722,-46.28479999756565
790,coagril_unai,unnamed_farm_047,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Silo,-16.318401241892996,-46.95073450505078,Farm,-15.854946129848773,-46.78375561140868
791,coagris_cristalina,alz_correntina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Silo,-16.780835527436075,-47.633610890207166,ALZ,-13.514436413431941,-46.100325311331126
792,coagris_cristalina,bunge_lem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Silo,-16.780835527436075,-47.633610890207166,Bunge,-12.092048017480773,-45.81771347563055
793,coagris_cristalina,bunge_luziana,8,8,0,0,0,0,0,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,0,1,1,1,2,0,3,Silo,-16.780835527436075,-47.633610890207166,Bunge,-16.123800508168877,-47.9605291390967
794,coagris_cristalina,capul_animal_feed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Silo,-16.780835527436075,-47.633610890207166,Processor,-16.31926731234801,-46.90143130201021
795,coagris_cristalina,cargill_roda_vehla,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Silo,-16.780835527436075,-47.633610890207166,Cargill,-12.761695705437361,-45.9509617281451
796,coagris_cristalina,coagril_unai,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Silo,-16.780835527436075,-47.633610890207166,Silo,-16.318401241892996,-46.95073450505078
