airline,airline_id,src,src_id,dst,dst_id,stops,equipment,lon_f,lat_f,lon_t,lat_t
D7,"2417",KUL,"3304",JED,"2072","0","330","101.709999","2.74558","39.156502","21.6796"
D7,"2417",KUL,"3304",KIX,"3992","0","330","101.709999","2.74558","135.244003","34.427299"
D7,"2417",KUL,"3304",KTM,"3125","0","330","101.709999","2.74558","85.3591","27.6966"
D7,"2417",KUL,"3304",MEL,"3339","0","330","101.709999","2.74558","144.843002","-37.673302"
D7,"2417",KUL,"3304",NGO,"3942","0","330","101.709999","2.74558","136.804993","34.858398"
D7,"2417",KUL,"3304",OOL,"3321","0","330","101.709999","2.74558","153.505005","-28.1644"
D7,"2417",KUL,"3304",PEK,"3364","0","330","101.709999","2.74558","116.584999","40.080101"
D7,"2417",PER,"3351",KUL,"3304","0","330","115.967003","-31.9403","101.709999","2.74558"
D7,"2417",PUS,"2372",KUL,"3304","0","330","128.938004","35.179501","101.709999","2.74558"
D7,"2417",SYD,"3361",KUL,"3304","0","330","151.177002","-33.946098","101.709999","2.74558"
D7,"2417",TPE,"2276",KUL,"3304","0","330","121.233002","25.0777","101.709999","2.74558"
DC,"2585",AGH,"5597",BMA,"738","0",AT7,"12.8471","56.296101","17.9417","59.354401"
DC,"2585",BMA,"738",VXO,"711","0",S20,"17.9417","59.354401","14.728","56.9291"
DC,"2585",HAD,"709",BMA,"738","0",AT7,"12.8202","56.691101","17.9417","59.354401"
DC,"2585",KLR,"707",BMA,"738","0",S20,"16.2876","56.685501","17.9417","59.354401"
DC,"2585",MMX,"708",VBY,"746","0",AT7,"13.376198","55.536305","18.346201","57.6628"
DC,"2585",RNB,"685",BMA,"738","0",S20,"15.265","56.266701","17.9417","59.354401"
DC,"2585",SDL,"721",BMA,"738","0",S20,"17.443899","62.528099","17.9417","59.354401"
DC,"2585",THN,"693",BMA,"738","0",S20,"12.345","58.3181","17.9417","59.354401"
DC,"2585",VBY,"746",BMA,"738","0",AT7 AR1,"18.346201","57.6628","17.9417","59.354401"
DC,"2585",VBY,"746",GSE,"691","0",AT7,"18.346201","57.6628","11.8704","57.7747"
DD,"3674",DMK,"3157",BFV,"4133","0",ATR,"100.607002","13.9126","103.252998","15.2295"
DD,"3674",DMK,"3157",CEI,"3932","0","738","100.607002","13.9126","99.882896","19.952299"
DD,"3674",DMK,"3157",CJM,"4300","0",ATR,"100.607002","13.9126","99.361702","10.7112"
DD,"3674",DMK,"3157",CNX,"3931","0","738","100.607002","13.9126","98.962601","18.7668"
DD,"3674",DMK,"3157",MAQ,"6186","0",ATR,"100.607002","13.9126","98.545097","16.6999"
DD,"3674",DMK,"3157",NNT,"4131","0",ATR,"100.607002","13.9126","100.782997","18.807899"
DD,"3674",DMK,"3157",NST,"3933","0","738","100.607002","13.9126","99.944702","8.53962"
DD,"3674",DMK,"3157",PHS,"3170","0","738","100.607002","13.9126","100.278999","16.7829"
DD,"3674",DMK,"3157",PRH,"3164","0",ATR,"100.607002","13.9126","100.165001","18.1322"
DD,"3674",DMK,"3157",RGN,"3239","0","738","100.607002","13.9126","96.133202","16.907301"
DD,"3674",DMK,"3157",ROI,"4132","0","738","100.607002","13.9126","103.774002","16.1168"
DD,"3674",DMK,"3157",SNO,"3184","0","738","100.607002","13.9126","104.119003","17.195101"
DD,"3674",DMK,"3157",TST,"3182","0","738","100.607002","13.9126","99.6166","7.50874"
DD,"3674",DMK,"3157",UBP,"3937","0","738","100.607002","13.9126","104.870003","15.2513"
DD,"3674",DMK,"3157",UNN,"3180","0",ATR,"100.607002","13.9126","98.585503","9.77762"
DD,"3674",DMK,"3157",URT,"4000","0","738","100.607002","13.9126","99.135597","9.1326"
DD,"3674",DMK,"3157",UTH,"3183","0","738","100.607002","13.9126","102.788002","17.3864"
DD,"3674",HDY,"3181",DMK,"3157","0","738","100.392998","6.93321","100.607002","13.9126"
DD,"3674",HKT,"3179",DMK,"3157","0","738","98.316902","8.1132","100.607002","13.9126"
DD,"3674",KBV,"3174",DMK,"3157","0","738","98.986198","8.09912","100.607002","13.9126"
DD,"3674",KOP,"3936",DMK,"3157","0","738","104.642998","17.383801","100.607002","13.9126"
DD,"3674",LOE,"3186",DMK,"3157","0",ATR,"101.722","17.4391","100.607002","13.9126"
DD,"3674",UTH,"3183",CNX,"3931","0","738","102.788002","17.3864","98.962601","18.7668"
DE,"1868",ANU,"2874",FRA,"340","0","767","-61.792702","17.1367","8.570556","50.033333"
DE,"1868",BGI,"2875",FRA,"340","0","767","-59.4925","13.0746","8.570556","50.033333"
DE,"1868",BGI,"2875",MAN,"478","0","330","-59.4925","13.0746","-2.27495","53.353699"
DE,"1868",CFU,"1460",FRA,"340","0","738","19.911699","39.601898","8.570556","50.033333"
DE,"1868",CGN,"344",AYT,"1688","0","757","7.14274","50.865898","30.800501","36.898701"
DE,"1868",CHQ,"1474",DUS,"345","0",32S,"24.1497","35.5317","6.76678","51.289501"
DE,"1868",CUN,"1852",FRA,"340","0","767","-86.877098","21.036501","8.570556","50.033333"
DE,"1868",DJE,"293",DUS,"345","0","757","10.7755","33.875","6.76678","51.289501"
DE,"1868",DJE,"293",FRA,"340","0","757","10.7755","33.875","8.570556","50.033333"
DE,"1868",DLM,"1715",DUS,"345","0","757","28.7925","36.7131","6.76678","51.289501"
DE,"1868",DLM,"1715",FRA,"340","0","757","28.7925","36.7131","8.570556","50.033333"
DE,"1868",DUS,"345",ACE,"1055","0",757 32S,"6.76678","51.289501","-13.6052","28.945499"
DE,"1868",DUS,"345",AGA,"1064","0",32S,"6.76678","51.289501","-9.41307","30.325001"
DE,"1868",DUS,"345",AYT,"1688","0","757","6.76678","51.289501","30.800501","36.898701"
DE,"1868",DUS,"345",CFU,"1460","0",32S,"6.76678","51.289501","19.911699","39.601898"
DE,"1868",DUS,"345",FNC,"4091","0",32S,"6.76678","51.289501","-16.7745","32.697899"
DE,"1868",FNC,"4091",FRA,"340","0","757","-16.7745","32.697899","8.570556","50.033333"
DE,"1868",FRA,"340",ACE,"1055","0","757","8.570556","50.033333","-13.6052","28.945499"
DE,"1868",FRA,"340",AGA,"1064","0",32S,"8.570556","50.033333","-9.41307","30.325001"
DE,"1868",FRA,"340",AYT,"1688","0","757","8.570556","50.033333","30.800501","36.898701"
DE,"1868",FRA,"340",CHQ,"1474","0","757","8.570556","50.033333","24.1497","35.5317"
DE,"1868",FRA,"340",DBV,"1200","0",32S,"8.570556","50.033333","18.2682","42.561401"
DE,"1868",FRA,"340",NBO,"4059","0","767","8.570556","50.033333","36.927799","-1.31924"
DE,"1868",FRA,"340",TAB,"2901","0","767","8.570556","50.033333","-60.832199","11.1497"
DE,"1868",FUE,"1051",DUS,"345","0","757","-13.8638","28.4527","6.76678","51.289501"
DE,"1868",FUE,"1051",FRA,"340","0","757","-13.8638","28.4527","8.570556","50.033333"
DE,"1868",FUE,"1051",HAJ,"352","0",32S,"-13.8638","28.4527","9.68508","52.461102"
DE,"1868",FUE,"1051",HAM,"342","0",757 32S,"-13.8638","28.4527","9.98823","53.630402"
DE,"1868",GLA,"534",ACE,"1055","0","757","-4.43306","55.871899","-13.6052","28.945499"
DE,"1868",GLA,"534",CUN,"1852","0","330","-4.43306","55.871899","-86.877098","21.036501"
DE,"1868",HAJ,"352",ACE,"1055","0",32S,"9.68508","52.461102","-13.6052","28.945499"
DE,"1868",HAJ,"352",AYT,"1688","0",32S 321,"9.68508","52.461102","30.800501","36.898701"
DE,"1868",HAJ,"352",DLM,"1715","0","321","9.68508","52.461102","28.7925","36.7131"
DE,"1868",HAJ,"352",HER,"1452","0",32S,"9.68508","52.461102","25.1803","35.339699"
DE,"1868",HAM,"342",ACE,"1055","0",32S,"9.98823","53.630402","-13.6052","28.945499"
DE,"1868",HAM,"342",AYT,"1688","0","757","9.98823","53.630402","30.800501","36.898701"
DE,"1868",HAM,"342",CFU,"1460","0",32S,"9.98823","53.630402","19.911699","39.601898"
DE,"1868",HAM,"342",DLM,"1715","0",32S,"9.98823","53.630402","28.7925","36.7131"
DE,"1868",HAM,"342",FNC,"4091","0",32S,"9.98823","53.630402","-16.7745","32.697899"
DE,"1868",HAV,"1909",FRA,"340","0","767","-82.409103","22.989201","8.570556","50.033333"
DE,"1868",HER,"1452",DUS,"345","0","757","25.1803","35.339699","6.76678","51.289501"
DE,"1868",HER,"1452",FRA,"340","0",738 757,"25.1803","35.339699","8.570556","50.033333"
DE,"1868",HER,"1452",HAM,"342","0",32S,"25.1803","35.339699","9.98823","53.630402"
DE,"1868",HOG,"1910",FRA,"340","0","767","-76.315102","20.785601","8.570556","50.033333"
DE,"1868",HOG,"1910",MBJ,"1780","0","767","-76.315102","20.785601","-77.913399","18.5037"
DE,"1868",HRG,"1130",FRA,"340","0","757","33.7994","27.178301","8.570556","50.033333"
DE,"1868",HRG,"1130",HAM,"342","0","757","33.7994","27.178301","9.98823","53.630402"
DE,"1868",IBZ,"1225",DUS,"345","0",32S 757,"1.37312","38.872898","6.76678","51.289501"
DE,"1868",IBZ,"1225",FRA,"340","0",757 32S,"1.37312","38.872898","8.570556","50.033333"
DE,"1868",IBZ,"1225",MAN,"478","0","757","1.37312","38.872898","-2.27495","53.353699"
DE,"1868",KGS,"1458",DUS,"345","0",738 32S,"27.0917","36.793301","6.76678","51.289501"
DE,"1868",KGS,"1458",FRA,"340","0",738 32S,"27.0917","36.793301","8.570556","50.033333"
DE,"1868",KGS,"1458",HAJ,"352","0",32S,"27.0917","36.793301","9.68508","52.461102"
DE,"1868",KGS,"1458",HAM,"342","0",32S,"27.0917","36.793301","9.98823","53.630402"
DE,"1868",LAS,"3877",FRA,"340","0","767","-115.152","36.080101","8.570556","50.033333"
DE,"1868",LAS,"3877",MAN,"478","0","330","-115.152","36.080101","-2.27495","53.353699"
DE,"1868",LCA,"1197",DUS,"345","0","757","33.624901","34.875099","6.76678","51.289501"
DE,"1868",LCA,"1197",HAJ,"352","0",32S,"33.624901","34.875099","9.68508","52.461102"
DE,"1868",LEJ,"348",ACE,"1055","0",32S,"12.236389","51.423889","-13.6052","28.945499"
DE,"1868",LEJ,"348",AGA,"1064","0",32S,"12.236389","51.423889","-9.41307","30.325001"
DE,"1868",LEJ,"348",AYT,"1688","0","757","12.236389","51.423889","30.800501","36.898701"
DE,"1868",LEJ,"348",CFU,"1460","0",32S,"12.236389","51.423889","19.911699","39.601898"
DE,"1868",LEJ,"348",DJE,"293","0",32S,"12.236389","51.423889","10.7755","33.875"
DE,"1868",LEJ,"348",FNC,"4091","0","321","12.236389","51.423889","-16.7745","32.697899"
DE,"1868",LEJ,"348",FUE,"1051","0","321","12.236389","51.423889","-13.8638","28.4527"
DE,"1868",LEJ,"348",HER,"1452","0",32S,"12.236389","51.423889","25.1803","35.339699"
DE,"1868",LGW,"502",CUN,"1852","0","330","-0.190278","51.148102","-86.877098","21.036501"
DE,"1868",LPA,"1054",FRA,"340","0","757","-15.3866","27.9319","8.570556","50.033333"
DE,"1868",LPA,"1054",HAM,"342","0","757","-15.3866","27.9319","9.98823","53.630402"
DE,"1868",LPA,"1054",LEJ,"348","0","321","-15.3866","27.9319","12.236389","51.423889"
DE,"1868",MAN,"478",CUN,"1852","0","330","-2.27495","53.353699","-86.877098","21.036501"
DE,"1868",MAN,"478",FUE,"1051","0","757","-2.27495","53.353699","-13.8638","28.4527"
DE,"1868",MAN,"478",MBJ,"1780","0","330","-2.27495","53.353699","-77.913399","18.5037"
DE,"1868",MAN,"478",TFS,"1056","0","757","-2.27495","53.353699","-16.5725","28.0445"
DE,"1868",MAN,"478",UVF,"2894","0","330","-2.27495","53.353699","-60.952599","13.7332"
DE,"1868",MBA,"1145",FRA,"340","0","767","39.5942","-4.03483","8.570556","50.033333"
DE,"1868",MBA,"1145",ZNZ,"1186","0","767","39.5942","-4.03483","39.224899","-6.22202"
DE,"1868",MBJ,"1780",FRA,"340","0","767","-77.913399","18.5037","8.570556","50.033333"
DE,"1868",MCO,"3878",GLA,"534","0","330","-81.308998","28.429399","-4.43306","55.871899"
DE,"1868",MCO,"3878",MAN,"478","0","330","-81.308998","28.429399","-2.27495","53.353699"
DE,"1868",MLE,"3156",FRA,"340","0","767","73.529099","4.19183","8.570556","50.033333"
DE,"1868",MRU,"893",FRA,"340","0","767","57.683601","-20.430201","8.570556","50.033333"
DE,"1868",MUC,"346",ACE,"1055","0",757 32S,"11.7861","48.353802","-13.6052","28.945499"
DE,"1868",MUC,"346",AGA,"1064","0",32S,"11.7861","48.353802","-9.41307","30.325001"
DE,"1868",MUC,"346",AYT,"1688","0","757","11.7861","48.353802","30.800501","36.898701"
DE,"1868",MUC,"346",CFU,"1460","0",32S,"11.7861","48.353802","19.911699","39.601898"
DE,"1868",MUC,"346",CHQ,"1474","0",32S,"11.7861","48.353802","24.1497","35.5317"
DE,"1868",MUC,"346",DJE,"293","0","757","11.7861","48.353802","10.7755","33.875"
DE,"1868",MUC,"346",DLM,"1715","0","757","11.7861","48.353802","28.7925","36.7131"
DE,"1868",MUC,"346",FNC,"4091","0",32S,"11.7861","48.353802","-16.7745","32.697899"
DE,"1868",MUC,"346",FUE,"1051","0",32S,"11.7861","48.353802","-13.8638","28.4527"
DE,"1868",MUC,"346",HER,"1452","0",32S,"11.7861","48.353802","25.1803","35.339699"
DE,"1868",MUC,"346",HRG,"1130","0","757","11.7861","48.353802","33.7994","27.178301"
DE,"1868",MUC,"346",IBZ,"1225","0",32S,"11.7861","48.353802","1.37312","38.872898"
DE,"1868",MUC,"346",KGS,"1458","0",32S,"11.7861","48.353802","27.0917","36.793301"
DE,"1868",MUC,"346",LPA,"1054","0","757","11.7861","48.353802","-15.3866","27.9319"
DE,"1868",MUC,"346",PMI,"3998","0",32S 757,"11.7861","48.353802","2.73881","39.551701"
DE,"1868",MUC,"346",PUJ,"1760","0","767","11.7861","48.353802","-68.363403","18.5674"
DE,"1868",MUC,"346",RHO,"1472","0",32S,"11.7861","48.353802","28.086201","36.405399"
DE,"1868",MUC,"346",SPC,"1053","0",32S,"11.7861","48.353802","-17.7556","28.626499"
DE,"1868",NBO,"4059",MBA,"1145","0","767","36.927799","-1.31924","39.5942","-4.03483"
DE,"1868",PAD,"371",ACE,"1055","0",32S,"8.61632","51.614101","-13.6052","28.945499"
DE,"1868",PAD,"371",AYT,"1688","0",32S 321,"8.61632","51.614101","30.800501","36.898701"
DE,"1868",PAD,"371",FUE,"1051","0",32S,"8.61632","51.614101","-13.8638","28.4527"
DE,"1868",PAD,"371",LPA,"1054","0",32S,"8.61632","51.614101","-15.3866","27.9319"
DE,"1868",PAD,"371",PMI,"3998","0",32S,"8.61632","51.614101","2.73881","39.551701"
DE,"1868",PMI,"3998",CGN,"344","0","757","2.73881","39.551701","7.14274","50.865898"
DE,"1868",PMI,"3998",FRA,"340","0","757","2.73881","39.551701","8.570556","50.033333"
DE,"1868",PMI,"3998",HAJ,"352","0",321 32S,"2.73881","39.551701","9.68508","52.461102"
DE,"1868",PMI,"3998",HAM,"342","0","757","2.73881","39.551701","9.98823","53.630402"
DE,"1868",PMI,"3998",LEJ,"348","0","321","2.73881","39.551701","12.236389","51.423889"
DE,"1868",PMI,"3998",MAN,"478","0","757","2.73881","39.551701","-2.27495","53.353699"
DE,"1868",POP,"1761",ANU,"2874","0","767","-70.57","19.7579","-61.792702","17.1367"
DE,"1868",POP,"1761",FRA,"340","0","767","-70.57","19.7579","8.570556","50.033333"
DE,"1868",PTY,"1871",SDQ,"1762","0","767","-79.383499","9.07136","-69.6689","18.429701"
DE,"1868",PUJ,"1760",FRA,"340","0","767","-68.363403","18.5674","8.570556","50.033333"
DE,"1868",REC,"2610",FRA,"340","0","767","-34.923599","-8.12649","8.570556","50.033333"
DE,"1868",RHO,"1472",DUS,"345","0",32S,"28.086201","36.405399","6.76678","51.289501"
DE,"1868",RHO,"1472",FRA,"340","0",32S 738,"28.086201","36.405399","8.570556","50.033333"
DE,"1868",RHO,"1472",HAJ,"352","0",32S,"28.086201","36.405399","9.68508","52.461102"
DE,"1868",RHO,"1472",HAM,"342","0",32S,"28.086201","36.405399","9.98823","53.630402"
DE,"1868",RHO,"1472",LEJ,"348","0",32S,"28.086201","36.405399","12.236389","51.423889"
DE,"1868",SDQ,"1762",FRA,"340","0","767","-69.6689","18.429701","8.570556","50.033333"
DE,"1868",SEA,"3577",FRA,"340","0","767","-122.308998","47.449001","8.570556","50.033333"
DE,"1868",SEZ,"994",FRA,"340","0","767","55.521801","-4.67434","8.570556","50.033333"
DE,"1868",SJO,"1885",SDQ,"1762","0","767","-84.208801","9.99386","-69.6689","18.429701"
DE,"1868",SJU,"2890",FRA,"340","0","767","-66.001801","18.4394","8.570556","50.033333"
DE,"1868",SPC,"1053",FRA,"340","0","738","-17.7556","28.626499","8.570556","50.033333"
DE,"1868",SPU,"1206",FRA,"340","0",32S,"16.298","43.538898","8.570556","50.033333"
DE,"1868",SSA,"2621",FRA,"340","0","767","-38.322498","-12.908611","8.570556","50.033333"
DE,"1868",STR,"350",ACE,"1055","0",32S,"9.22196","48.689899","-13.6052","28.945499"
DE,"1868",STR,"350",AYT,"1688","0","757","9.22196","48.689899","30.800501","36.898701"
DE,"1868",STR,"350",DLM,"1715","0",32S,"9.22196","48.689899","28.7925","36.7131"
DE,"1868",STR,"350",FNC,"4091","0",32S,"9.22196","48.689899","-16.7745","32.697899"
DE,"1868",STR,"350",FUE,"1051","0",32S,"9.22196","48.689899","-13.8638","28.4527"
DE,"1868",STR,"350",HER,"1452","0",32S,"9.22196","48.689899","25.1803","35.339699"
DE,"1868",STR,"350",KGS,"1458","0",32S,"9.22196","48.689899","27.0917","36.793301"
DE,"1868",STR,"350",LPA,"1054","0",32S,"9.22196","48.689899","-15.3866","27.9319"
DE,"1868",STR,"350",PMI,"3998","0",32S,"9.22196","48.689899","2.73881","39.551701"
DE,"1868",STR,"350",RHO,"1472","0",32S,"9.22196","48.689899","28.086201","36.405399"
DE,"1868",STR,"350",TFS,"1056","0",32S,"9.22196","48.689899","-16.5725","28.0445"
DE,"1868",STR,"350",XRY,"1226","0",32S,"9.22196","48.689899","-6.06011","36.744598"
DE,"1868",SXF,"337",ACE,"1055","0",32S,"13.5225","52.380001","-13.6052","28.945499"
DE,"1868",SXF,"337",AYT,"1688","0","757","13.5225","52.380001","30.800501","36.898701"
DE,"1868",SXF,"337",CFU,"1460","0","738","13.5225","52.380001","19.911699","39.601898"
DE,"1868",SXF,"337",DLM,"1715","0",32S,"13.5225","52.380001","28.7925","36.7131"
DE,"1868",SXF,"337",FUE,"1051","0","321","13.5225","52.380001","-13.8638","28.4527"
DE,"1868",SXF,"337",HER,"1452","0",32S,"13.5225","52.380001","25.1803","35.339699"
DE,"1868",SXF,"337",KGS,"1458","0",32S,"13.5225","52.380001","27.0917","36.793301"
DE,"1868",SXF,"337",LCA,"1197","0",32S,"13.5225","52.380001","33.624901","34.875099"
DE,"1868",SXF,"337",LPA,"1054","0","321","13.5225","52.380001","-15.3866","27.9319"
DE,"1868",SXF,"337",PMI,"3998","0","321","13.5225","52.380001","2.73881","39.551701"
DE,"1868",SXF,"337",RHO,"1472","0",32S,"13.5225","52.380001","28.086201","36.405399"
DE,"1868",SXF,"337",TFS,"1056","0","321","13.5225","52.380001","-16.5725","28.0445"
DE,"1868",SXF,"337",XRY,"1226","0",32S,"13.5225","52.380001","-6.06011","36.744598"
DE,"1868",TAB,"2901",BGI,"2875","0","767","-60.832199","11.1497","-59.4925","13.0746"
DE,"1868",TFS,"1056",DUS,"345","0","757","-16.5725","28.0445","6.76678","51.289501"
DE,"1868",TFS,"1056",FRA,"340","0",757 738,"-16.5725","28.0445","8.570556","50.033333"
DE,"1868",TFS,"1056",HAM,"342","0",32S 757,"-16.5725","28.0445","9.98823","53.630402"
DE,"1868",TFS,"1056",LEJ,"348","0","321","-16.5725","28.0445","12.236389","51.423889"
DE,"1868",TFS,"1056",MUC,"346","0",32S 757,"-16.5725","28.0445","11.7861","48.353802"
DE,"1868",TFS,"1056",PAD,"371","0",32S,"-16.5725","28.0445","8.61632","51.614101"
DE,"1868",UVF,"2894",BGI,"2875","0","330","-60.952599","13.7332","-59.4925","13.0746"
DE,"1868",VRA,"1923",FRA,"340","0","767","-81.435303","23.034401","8.570556","50.033333"
DE,"1868",XRY,"1226",DUS,"345","0",32S 757,"-6.06011","36.744598","6.76678","51.289501"
DE,"1868",XRY,"1226",FRA,"340","0",767 738 757,"-6.06011","36.744598","8.570556","50.033333"
DE,"1868",XRY,"1226",HAM,"342","0",32S,"-6.06011","36.744598","9.98823","53.630402"
DE,"1868",XRY,"1226",MUC,"346","0",32S,"-6.06011","36.744598","11.7861","48.353802"
DE,"1868",YHZ,"73",FRA,"340","0","767","-63.508598","44.880798","8.570556","50.033333"
DE,"1868",YVR,"156",FRA,"340","0","767","-123.183998","49.193901","8.570556","50.033333"
DE,"1868",ZNZ,"1186",FRA,"340","0","767","39.224899","-6.22202","8.570556","50.033333"
DE,"1868",ZTH,"1488",MAN,"478","0","757","20.8843","37.7509","-2.27495","53.353699"
DG,"4475",BCD,"2423",MNL,"2397","0","320","123.014999","10.7764","121.019997","14.5086"
DG,"4475",BKK,"3885",CRK,"4140","0","320","100.747002","13.6811","120.559998","15.186"
DG,"4475",HKG,"3077",CRK,"4140","0","320","113.915001","22.308901","120.559998","15.186"
DG,"4475",KLO,"2430",CRK,"4140","0","320","122.375999","11.6794","120.559998","15.186"
DG,"4475",MNL,"2397",CEB,"4206","0","320","121.019997","14.5086","123.978996","10.3075"
DG,"4475",MNL,"2397",ILO,"2429","0","320","121.019997","14.5086","122.493358","10.833017"
DG,"4475",MNL,"2397",KLO,"2430","0","320","121.019997","14.5086","122.375999","11.6794"
DG,"4475",PPS,"2433",MNL,"2397","0","320","118.759003","9.74212","121.019997","14.5086"
DG,"4475",SIN,"3316",CRK,"4140","0","320","103.994003","1.35019","120.559998","15.186"
DG,"4475",SIN,"3316",KLO,"2430","0","320","103.994003","1.35019","122.375999","11.6794"
DG,"4475",TAC,"2422",MNL,"2397","0","320","125.027761","11.228035","121.019997","14.5086"
DH,"10128",BKO,"1044",CKY,"4162","0",AT7,"-7.94994","12.5335","-13.612","9.57689"
DH,"10128",CKY,"4162",DKR,"1084","0",AT7,"-13.612","9.57689","-17.4902","14.7397"
DH,"10128",COO,"245",BKO,"1044","0",AT7,"2.38435","6.35723","-7.94994","12.5335"
DH,"10128",LBV,"970",COO,"245","0",AT7,"9.41228","0.4586","2.38435","6.35723"
DH,"10128",LBV,"970",LOS,"273","0",AT7,"9.41228","0.4586","3.32116","6.57737"
DH,"10128",LOS,"273",BKO,"1044","0",AT7,"3.32116","6.57737","-7.94994","12.5335"
DH,"10128",LOS,"273",SSG,"891","0",AT7,"3.32116","6.57737","8.70872","3.75527"
DH,"10128",SSG,"891",LBV,"970","0",AT7,"8.70872","3.75527","9.41228","0.4586"
DL,"2009",ABE,"4355",ATL,"3682","0","717","-75.440804","40.6521","-84.428101","33.6367"
DL,"2009",ABE,"4355",DTW,"3645","0",CRJ,"-75.440804","40.6521","-83.353401","42.212399"
DL,"2009",ABQ,"4019",ATL,"3682","0",757 320,"-106.609001","35.040199","-84.428101","33.6367"
DL,"2009",ABQ,"4019",MSP,"3858","0","320","-106.609001","35.040199","-93.221802","44.882"
DL,"2009",ABQ,"4019",SLC,"3536","0",CR9 CR7,"-106.609001","35.040199","-111.977997","40.788399"
DL,"2009",ABR,"5714",MSP,"3858","0",CRJ,"-98.421799","45.4491","-93.221802","44.882"
DL,"2009",ABV,"260",CDG,"1382","0","332","7.26317","9.00679","2.55","49.012798"
DL,"2009",ABV,"260",PHC,"275","0","332","7.26317","9.00679","6.94959","5.01549"
DL,"2009",ABY,"5715",ATL,"3682","0",CRJ,"-84.194504","31.5355","-84.428101","33.6367"
DL,"2009",ACC,"248",JFK,"3797","0",76W,"-0.166786","5.60519","-73.7789","40.639801"
DL,"2009",ACC,"248",ROB,"1063","0",76W,"-0.166786","5.60519","-10.3623","6.23379"
DL,"2009",AEX,"3852",ATL,"3682","0",CR9 CRJ,"-92.549797","31.3274","-84.428101","33.6367"
DL,"2009",AGS,"3658",ATL,"3682","0",M88 717,"-81.9645","33.3699","-84.428101","33.6367"
DL,"2009",ALB,"3864",ATL,"3682","0",M88,"-73.801697","42.748299","-84.428101","33.6367"
DL,"2009",ALB,"3864",DTW,"3645","0",CRJ CR9,"-73.801697","42.748299","-83.353401","42.212399"
DL,"2009",ALB,"3864",MSP,"3858","0",CR9,"-73.801697","42.748299","-93.221802","44.882"
DL,"2009",AMS,"580",ATL,"3682","0",333 76W,"4.76389","52.308601","-84.428101","33.6367"
DL,"2009",AMS,"580",BOM,"2997","0",76W,"4.76389","52.308601","72.867897","19.088699"
DL,"2009",AMS,"580",BOS,"3448","0","333","4.76389","52.308601","-71.005203","42.3643"
DL,"2009",AMS,"580",DFW,"3670","0","332","4.76389","52.308601","-97.038002","32.896801"
DL,"2009",AMS,"580",DMM,"2064","0","332","4.76389","52.308601","49.797901","26.471201"
DL,"2009",AMS,"580",DOH,"11051","0","332","4.76389","52.308601","51.608056","25.273056"
DL,"2009",AMS,"580",DTW,"3645","0",777 333 76W 332,"4.76389","52.308601","-83.353401","42.212399"
DL,"2009",AMS,"580",EWR,"3494","0",76W,"4.76389","52.308601","-74.168701","40.692501"
DL,"2009",AMS,"580",HRE,"1005","0","332","4.76389","52.308601","31.0928","-17.931801"
DL,"2009",AMS,"580",IAD,"3714","0",333 332,"4.76389","52.308601","-77.455803","38.9445"
DL,"2009",AMS,"580",IAH,"3550","0",74M,"4.76389","52.308601","-95.3414","29.9844"
DL,"2009",AMS,"580",JFK,"3797","0",76W,"4.76389","52.308601","-73.7789","40.639801"
DL,"2009",AMS,"580",JRO,"1180","0",332 330,"4.76389","52.308601","37.074501","-3.42941"
DL,"2009",AMS,"580",KGL,"1165","0",332 330,"4.76389","52.308601","30.1395","-1.96863"
DL,"2009",AMS,"580",KWI,"2176","0",332 330,"4.76389","52.308601","47.968899","29.226601"
DL,"2009",AMS,"580",LAX,"3484","0",74M 747,"4.76389","52.308601","-118.407997","33.942501"
DL,"2009",AMS,"580",MSP,"3858","0",333 332 76W,"4.76389","52.308601","-93.221802","44.882"
DL,"2009",AMS,"580",ORD,"3830","0",74M,"4.76389","52.308601","-87.9048","41.9786"
DL,"2009",AMS,"580",PDX,"3720","0","333","4.76389","52.308601","-122.598","45.588699"
DL,"2009",AMS,"580",SEA,"3577","0","333","4.76389","52.308601","-122.308998","47.449001"
DL,"2009",AMS,"580",SFO,"3469","0","747","4.76389","52.308601","-122.375","37.618999"
DL,"2009",AMS,"580",YUL,"146","0",M11,"4.76389","52.308601","-73.740799","45.4706"
DL,"2009",AMS,"580",YVR,"156","0","333","4.76389","52.308601","-123.183998","49.193901"
DL,"2009",AMS,"580",YYC,"178","0","332","4.76389","52.308601","-114.019997","51.113899"
DL,"2009",AMS,"580",YYZ,"193","0",M11 333 747 74M 332,"4.76389","52.308601","-79.6306","43.6772"
DL,"2009",ANC,"3774",MSP,"3858","0",738 757,"-149.996002","61.1744","-93.221802","44.882"
DL,"2009",ANC,"3774",SEA,"3577","0",73J,"-149.996002","61.1744","-122.308998","47.449001"
DL,"2009",ANC,"3774",SLC,"3536","0","738","-149.996002","61.1744","-111.977997","40.788399"
DL,"2009",APN,"5720",DTW,"3645","0",CRJ,"-83.560303","45.078098","-83.353401","42.212399"
DL,"2009",APN,"5720",MSP,"3858","0",CRJ,"-83.560303","45.078098","-93.221802","44.882"
DL,"2009",ATL,"3682",BMI,"4037","0",CR9 CR7,"-84.428101","33.6367","-88.915901","40.4771"
DL,"2009",ATL,"3682",BNA,"3690","0",M88 738 319 320 73H 717,"-84.428101","33.6367","-86.6782","36.1245"
