airline,airline_id,src,src_id,dst,dst_id,stops,equipment,lon_f,lat_f,lon_t,lat_t
FR,"4296",WRO,"680",GRO,"1222","0","738","16.885799","51.102699","2.76055","41.901001"
FR,"4296",WRO,"680",LPL,"491","0","738","16.885799","51.102699","-2.84972","53.333599"
FR,"4296",WRO,"680",MLA,"1606","0","738","16.885799","51.102699","14.4775","35.857498"
FR,"4296",WRO,"680",ORK,"596","0","738","16.885799","51.102699","-8.49111","51.841301"
FR,"4296",WRO,"680",PIK,"537","0","738","16.885799","51.102699","-4.58667","55.509399"
FR,"4296",WRO,"680",RYG,"657","0","738","16.885799","51.102699","10.785439","59.378817"
FR,"4296",WRO,"680",SNN,"603","0","738","16.885799","51.102699","-8.92482","52.702"
FR,"4296",WRO,"680",STN,"548","0","738","16.885799","51.102699","0.235","51.884998"
FR,"4296",XCR,"1374",OPO,"1636","0","738","4.206111","48.773333","-8.68139","41.2481"
FR,"4296",XCR,"1374",RAK,"1075","0","738","4.206111","48.773333","-8.0363","31.606899"
FR,"4296",XRY,"1226",HHN,"355","0","738","-6.06011","36.744598","7.26389","49.9487"
FR,"4296",XRY,"1226",STN,"548","0","738","-6.06011","36.744598","0.235","51.884998"
FR,"4296",ZAD,"1209",BLL,"608","0","738","15.3467","44.108299","9.15178","55.740299"
FR,"4296",ZAD,"1209",BVA,"1367","0","738","15.3467","44.108299","2.11278","49.454399"
FR,"4296",ZAD,"1209",CRL,"304","0","738","15.3467","44.108299","4.45382","50.459202"
FR,"4296",ZAD,"1209",DUB,"599","0","738","15.3467","44.108299","-6.27007","53.421299"
FR,"4296",ZAD,"1209",FKB,"4166","0","738","15.3467","44.108299","8.0805","48.7794"
FR,"4296",ZAD,"1209",GSE,"691","0","738","15.3467","44.108299","11.8704","57.7747"
FR,"4296",ZAD,"1209",HAU,"645","0","738","15.3467","44.108299","5.20836","59.345299"
FR,"4296",ZAD,"1209",HHN,"355","0","738","15.3467","44.108299","7.26389","49.9487"
FR,"4296",ZAD,"1209",MAN,"478","0","738","15.3467","44.108299","-2.27495","53.353699"
FR,"4296",ZAD,"1209",MRS,"1353","0","738","15.3467","44.108299","5.221424","43.439272"
FR,"4296",ZAD,"1209",NRN,"4198","0","738","15.3467","44.108299","6.14217","51.602402"
FR,"4296",ZAD,"1209",NYO,"699","0","738","15.3467","44.108299","16.912201","58.788601"
FR,"4296",ZAD,"1209",RYG,"657","0","738","15.3467","44.108299","10.785439","59.378817"
FR,"4296",ZAD,"1209",STN,"548","0","738","15.3467","44.108299","0.235","51.884998"
FR,"4296",ZAZ,"1252",BGY,"1525","0","738","-1.04155","41.666199","9.70417","45.673901"
FR,"4296",ZAZ,"1252",BVA,"1367","0","738","-1.04155","41.666199","2.11278","49.454399"
FR,"4296",ZAZ,"1252",CRL,"304","0","738","-1.04155","41.666199","4.45382","50.459202"
FR,"4296",ZAZ,"1252",STN,"548","0","738","-1.04155","41.666199","0.235","51.884998"
FR,"4296",ZTH,"1488",CRL,"304","0","738","20.8843","37.7509","4.45382","50.459202"
FS,"4513",SFA,"295",CDG,"1382","0","319","10.691","34.717999","2.55","49.012798"
FS,"4513",TIP,"1157",DJE,"293","0","319","13.159","32.663502","10.7755","33.875"
FS,"4513",YUL,"146",TUN,"287","0","332","-73.740799","45.4706","10.2272","36.851002"
FZ,"14485",AHB,"2059",DXB,"2188","0",73H,"42.656601","18.2404","55.364399","25.2528"
FZ,"14485",AMD,"2994",DWC,"8076","0",73H,"72.634697","23.0772","55.161389","24.896356"
FZ,"14485",AMM,"2170",DWC,"8076","0",73H,"35.993198","31.722601","55.161389","24.896356"
FZ,"14485",BEY,"2177",DWC,"8076","0",73H,"35.4884","33.8209","55.161389","24.896356"
FZ,"14485",CGP,"3069",DWC,"8076","0",73H,"91.813301","22.249599","55.161389","24.896356"
FZ,"14485",CMB,"3024",DWC,"8076","0",73H,"79.884102","7.18076","55.161389","24.896356"
FZ,"14485",DMM,"2064",DWC,"8076","0",73H,"49.797901","26.471201","55.161389","24.896356"
FZ,"14485",DWC,"8076",DOK,"2940","0",73H,"55.161389","24.896356","37.7397","48.073601"
FZ,"14485",DXB,"2188",BEG,"1739","0",73H,"55.364399","25.2528","20.309099","44.818401"
FZ,"14485",DXB,"2188",ELQ,"2067","0",73H,"55.364399","25.2528","43.774399","26.302799"
FZ,"14485",DXB,"2188",EVN,"3964","0",73H,"55.364399","25.2528","44.395901","40.147301"
FZ,"14485",DXB,"2188",FRU,"2912","0",73H,"55.364399","25.2528","74.4776","43.061298"
FZ,"14485",DXB,"2188",HAS,"2069","0",73H,"55.364399","25.2528","41.686298","27.437901"
FZ,"14485",DXB,"2188",HBE,"3410","0",73H,"55.364399","25.2528","29.6964","30.9177"
FZ,"14485",DXB,"2188",HRK,"6105","0",73H,"55.364399","25.2528","36.290001","49.924801"
FZ,"14485",DXB,"2188",ISU,"5952","0",73H,"55.364399","25.2528","45.316738","35.561749"
FZ,"14485",DXB,"2188",JUB,"1173","0",73H,"55.364399","25.2528","31.601101","4.87201"
FZ,"14485",DXB,"2188",PZU,"5702","0",73H,"55.364399","25.2528","37.2341","19.433599"
FZ,"14485",IEV,"2944",DWC,"8076","0",73H,"30.45194","50.40194","55.161389","24.896356"
FZ,"14485",JED,"2072",DWC,"8076","0",73H,"39.156502","21.6796","55.161389","24.896356"
FZ,"14485",KBL,"2050",DWC,"8076","0",73H,"69.212303","34.565899","55.161389","24.896356"
FZ,"14485",KIV,"1735",DWC,"8076","0",73H,"28.931","46.9277","55.161389","24.896356"
FZ,"14485",KRT,"1175",DWC,"8076","0",73H,"32.5532","15.5895","55.161389","24.896356"
FZ,"14485",KTM,"3125",DWC,"8076","0",73H,"85.3591","27.6966","55.161389","24.896356"
FZ,"14485",KTM,"3125",DXB,"2188","0",73H,"85.3591","27.6966","55.364399","25.2528"
FZ,"14485",KZN,"2990",DWC,"8076","0",73H,"49.278702","55.606201","55.161389","24.896356"
FZ,"14485",LKO,"3105",DXB,"2188","0",73H,"80.889297","26.760599","55.364399","25.2528"
FZ,"14485",MCT,"2194",DWC,"8076","0",73H,"58.284401","23.5933","55.161389","24.896356"
FZ,"14485",MLE,"3156",DWC,"8076","0",73H,"73.529099","4.19183","55.161389","24.896356"
FZ,"14485",NJF,"7490",DXB,"2188","0",73H,"44.404317","31.989853","55.364399","25.2528"
FZ,"14485",ODS,"2947",DWC,"8076","0",73H,"30.6765","46.4268","55.161389","24.896356"
FZ,"14485",ROV,"2964",DXB,"2188","0",73H,"39.924722","47.493888","55.364399","25.2528"
FZ,"14485",RUH,"2082",DWC,"8076","0",73H,"46.698799","24.9576","55.161389","24.896356"
FZ,"14485",SKP,"1737",DXB,"2188","0",73H,"21.621401","41.961601","55.364399","25.2528"
FZ,"14485",TBS,"3973",DXB,"2188","0",73H,"44.9547","41.669201","55.364399","25.2528"
FZ,"14485",TIF,"2090",DXB,"2188","0",73H,"40.543442","21.483001","55.364399","25.2528"
FZ,"14485",TUU,"2089",DXB,"2188","0",73H,"36.6189","28.3654","55.364399","25.2528"
FZ,"14485",UFA,"2992",DWC,"8076","0",73H,"55.874401","54.557499","55.161389","24.896356"
FZ,"14485",VOG,"2967",DXB,"2188","0",73H,"44.345501","48.782501","55.364399","25.2528"
FZ,"14485",YNB,"2096",DXB,"2188","0",73H,"38.0634","24.144199","55.364399","25.2528"
G3,"1790",AJU,"2522",GIG,"2560","0",738 73G,"-37.070301","-10.984","-43.250557","-22.809999"
G3,"1790",BGI,"2875",GRU,"2564","0","738","-59.4925","13.0746","-46.473057","-23.435556"
G3,"1790",CGH,"2618",CLV,"4215","0",73G,"-46.656387","-23.62611","-48.607498","-17.7253"
G3,"1790",CPV,"2577",SSA,"2621","0",738 73G,"-35.8964","-7.26992","-38.322498","-12.908611"
G3,"1790",CWB,"2545",EZE,"3988","0",73G,"-49.1758","-25.5285","-58.5358","-34.8222"
G3,"1790",CXJ,"2547",CGH,"2618","0",73G 738,"-51.1875","-29.1971","-46.656387","-23.62611"
G3,"1790",EZE,"3988",FOR,"2559","0","738","-58.5358","-34.8222","-38.5326","-3.77628"
G3,"1790",FLN,"2555",EZE,"3988","0","738","-48.552502","-27.670279","-58.5358","-34.8222"
G3,"1790",GIG,"2560",CGB,"2548","0","738","-43.250557","-22.809999","-56.116699","-15.6529"
G3,"1790",GIG,"2560",CGR,"2538","0","738","-43.250557","-22.809999","-54.672501","-20.4687"
G3,"1790",GRU,"2564",COR,"2443","0","738","-46.473057","-23.435556","-64.208","-31.323601"
G3,"1790",GYN,"2562",GIG,"2560","0",73G,"-49.220699","-16.632","-43.250557","-22.809999"
G3,"1790",IOS,"2569",CNF,"2537","0",73G,"-39.033199","-14.816","-43.971943","-19.624443"
G3,"1790",JTC,"8238",CGH,"2618","0",73G,"-49.050287","-22.166859","-46.656387","-23.62611"
G3,"1790",MGF,"2586",CGH,"2618","0",738 73G,"-52.012222","-23.479445","-46.656387","-23.62611"
G3,"1790",MGF,"2586",CGR,"2538","0",73G,"-52.012222","-23.479445","-54.672501","-20.4687"
G3,"1790",MGF,"2586",GRU,"2564","0","738","-52.012222","-23.479445","-46.473057","-23.435556"
G3,"1790",NAT,"2597",SSA,"2621","0","738","-35.376111","-5.768056","-38.322498","-12.908611"
G3,"1790",NVT,"2595",GIG,"2560","0",73G,"-48.651402","-26.879999","-43.250557","-22.809999"
G3,"1790",POA,"2599",EZE,"3988","0","738","-51.171398","-29.9944","-58.5358","-34.8222"
G3,"1790",PPB,"2550",CGH,"2618","0",73G,"-51.424599","-22.1751","-46.656387","-23.62611"
G3,"1790",PUJ,"1760",CCS,"2851","0","738","-68.363403","18.5674","-66.991222","10.601194"
G3,"1790",RBR,"2609",CZS,"2549","0",73G,"-67.898056","-9.868889","-72.769501","-7.59991"
G3,"1790",REC,"2610",JDO,"6034","0",73G,"-34.923599","-8.12649","-39.2701","-7.21896"
G4,"35",AZA,"6505",ATW,"4047","0",M80,"-111.654999","33.3078","-88.519096","44.258099"
G4,"35",AZA,"6505",CID,"4043","0",M80 319,"-111.654999","33.3078","-91.7108","41.884701"
G4,"35",AZA,"6505",DLH,"3598","0",M80,"-111.654999","33.3078","-92.193604","46.842098"
G4,"35",BIL,"4021",AZA,"6505","0","319","-108.542999","45.807701","-111.654999","33.3078"
G4,"35",BIS,"4083",AZA,"6505","0",M80,"-100.746002","46.772701","-111.654999","33.3078"
G4,"35",BLI,"3777",AZA,"6505","0",M80,"-122.538002","48.792801","-111.654999","33.3078"
G4,"35",BZN,"4020",AZA,"6505","0",M80,"-111.153","45.7775","-111.654999","33.3078"
G4,"35",EUG,"4099",AZA,"6505","0",M80,"-123.211998","44.124599","-111.654999","33.3078"
G4,"35",FAR,"4292",AZA,"6505","0",M80 319,"-96.815804","46.9207","-111.654999","33.3078"
G4,"35",FLL,"3533",AVL,"4007","0",M80,"-80.152702","26.072599","-82.541801","35.436199"
G4,"35",FLL,"3533",GSP,"4034","0",M80,"-80.152702","26.072599","-82.218903","34.895699"
G4,"35",FSD,"4009",AZA,"6505","0",M80 319,"-96.741898","43.582001","-111.654999","33.3078"
G4,"35",FWA,"4041",AZA,"6505","0","319","-85.195099","40.9785","-111.654999","33.3078"
G4,"35",GFK,"3442",AZA,"6505","0",M80,"-97.176102","47.949299","-111.654999","33.3078"
G4,"35",GRI,"5740",AZA,"6505","0",M80,"-98.309601","40.967499","-111.654999","33.3078"
G4,"35",GRR,"3685",AZA,"6505","0","319","-85.522797","42.880798","-111.654999","33.3078"
G4,"35",GTF,"3880",AZA,"6505","0",M80,"-111.371002","47.481998","-111.654999","33.3078"
G4,"35",ICT,"3457",AZA,"6505","0",M80,"-97.433098","37.649899","-111.654999","33.3078"
G4,"35",IDA,"4100",AZA,"6505","0",M80,"-112.070999","43.514599","-111.654999","33.3078"
G4,"35",LAS,"3877",ATW,"4047","0",M80,"-115.152","36.080101","-88.519096","44.258099"
G4,"35",LAS,"3877",AZA,"6505","0",M80,"-115.152","36.080101","-111.654999","33.3078"
G4,"35",LAS,"3877",BIL,"4021","0",M80,"-115.152","36.080101","-108.542999","45.807701"
G4,"35",LAS,"3877",BIS,"4083","0",M80,"-115.152","36.080101","-100.746002","46.772701"
G4,"35",LAS,"3877",BZN,"4020","0",M80,"-115.152","36.080101","-111.153","45.7775"
G4,"35",LAS,"3877",CID,"4043","0",M80,"-115.152","36.080101","-91.7108","41.884701"
G4,"35",LAS,"3877",COS,"3819","0",M80,"-115.152","36.080101","-104.700996","38.805801"
G4,"35",LAS,"3877",CPR,"3872","0",M80,"-115.152","36.080101","-106.463997","42.908001"
G4,"35",LAS,"3877",DLH,"3598","0",M80,"-115.152","36.080101","-92.193604","46.842098"
G4,"35",LAS,"3877",EUG,"4099","0",M80,"-115.152","36.080101","-123.211998","44.124599"
G4,"35",LAS,"3877",FAR,"4292","0",M80,"-115.152","36.080101","-96.815804","46.9207"
G4,"35",LAS,"3877",FCA,"4127","0",M80,"-115.152","36.080101","-114.255997","48.310501"
G4,"35",LAS,"3877",FSD,"4009","0",M80,"-115.152","36.080101","-96.741898","43.582001"
G4,"35",LAS,"3877",GFK,"3442","0",M80,"-115.152","36.080101","-97.176102","47.949299"
G4,"35",LAS,"3877",GJT,"4063","0",M80,"-115.152","36.080101","-108.527","39.122398"
G4,"35",LAS,"3877",GRI,"5740","0",M80,"-115.152","36.080101","-98.309601","40.967499"
G4,"35",LAS,"3877",GRR,"3685","0",M80,"-115.152","36.080101","-85.522797","42.880798"
G4,"35",LAS,"3877",GTF,"3880","0",M80,"-115.152","36.080101","-111.371002","47.481998"
G4,"35",LAS,"3877",IDA,"4100","0",M80,"-115.152","36.080101","-112.070999","43.514599"
G4,"35",LAS,"3877",LRD,"3691","0",M80,"-115.152","36.080101","-99.461601","27.5438"
G4,"35",LAS,"3877",MFE,"3826","0",757 M80,"-115.152","36.080101","-98.238602","26.1758"
G4,"35",LAS,"3877",MFR,"4101","0",M80,"-115.152","36.080101","-122.873001","42.374199"
G4,"35",LAS,"3877",MLI,"4072","0",M80,"-115.152","36.080101","-90.5075","41.448502"
G4,"35",LAS,"3877",MOT,"3498","0",M80,"-115.152","36.080101","-101.279999","48.259399"
G4,"35",LAS,"3877",MRY,"3948","0",M80,"-115.152","36.080101","-121.843002","36.587002"
G4,"35",LAX,"3484",BLI,"3777","0",M80,"-118.407997","33.942501","-122.538002","48.792801"
G4,"35",LEX,"4017",FLL,"3533","0",M80,"-84.605904","38.036499","-80.152702","26.072599"
G4,"35",MLI,"4072",AZA,"6505","0","319","-90.5075","41.448502","-111.654999","33.3078"
G4,"35",MOT,"3498",AZA,"6505","0",M80,"-101.279999","48.259399","-111.654999","33.3078"
G4,"35",MSO,"4216",AZA,"6505","0",M80,"-114.091003","46.916302","-111.654999","33.3078"
G4,"35",MSO,"4216",LAS,"3877","0",M80,"-114.091003","46.916302","-115.152","36.080101"
G4,"35",MYR,"3515",ABE,"4355","0",M80,"-78.928299","33.679699","-75.440804","40.6521"
G4,"35",MYR,"3515",FWA,"4041","0",M80,"-78.928299","33.679699","-85.195099","40.9785"
G4,"35",MYR,"3515",HTS,"5742","0",M80,"-78.928299","33.679699","-82.557999","38.366699"
G4,"35",OAK,"3453",AZA,"6505","0",M80,"-122.221001","37.721298","-111.654999","33.3078"
G4,"35",OAK,"3453",BLI,"3777","0",M80,"-122.221001","37.721298","-122.538002","48.792801"
G4,"35",OAK,"3453",EUG,"4099","0",M80,"-122.221001","37.721298","-123.211998","44.124599"
G4,"35",OGD,"9543",AZA,"6505","0","319","-112.012001","41.1959","-111.654999","33.3078"
G4,"35",PBG,"3771",FLL,"3533","0",M80,"-73.468102","44.650902","-80.152702","26.072599"
G4,"35",PBG,"3771",PIE,"3617","0","320","-73.468102","44.650902","-82.687401","27.9102"
G4,"35",PGD,"7056",ABE,"4355","0",M80,"-81.990501","26.9202","-75.440804","40.6521"
G4,"35",PGD,"7056",AVL,"4007","0",M80,"-81.990501","26.9202","-82.541801","35.436199"
G4,"35",PGD,"7056",CID,"4043","0",M80,"-81.990501","26.9202","-91.7108","41.884701"
G4,"35",PGD,"7056",CVG,"3488","0",M80,"-81.990501","26.9202","-84.667801","39.048801"
G4,"35",PGD,"7056",DSM,"3729","0",M80,"-81.990501","26.9202","-93.663101","41.534"
G4,"35",PGD,"7056",FWA,"4041","0",M80,"-81.990501","26.9202","-85.195099","40.9785"
G4,"35",PGD,"7056",GSP,"4034","0",M80,"-81.990501","26.9202","-82.218903","34.895699"
G4,"35",PGD,"7056",IAG,"3630","0",M80,"-81.990501","26.9202","-78.946198","43.1073"
G4,"35",PGD,"7056",ISP,"3857","0",M80,"-81.990501","26.9202","-73.100197","40.7952"
G4,"35",PGD,"7056",LEX,"4017","0",M80,"-81.990501","26.9202","-84.605904","38.036499"
G4,"35",PGD,"7056",PIA,"4046","0",M80,"-81.990501","26.9202","-89.693298","40.6642"
G4,"35",PGD,"7056",SPI,"4336","0",M80,"-81.990501","26.9202","-89.677902","39.844101"
G4,"35",PIA,"4046",AZA,"6505","0",M80,"-89.693298","40.6642","-111.654999","33.3078"
G4,"35",PIA,"4046",LAS,"3877","0",M80,"-89.693298","40.6642","-115.152","36.080101"
G4,"35",PIA,"4046",PIE,"3617","0",M80 320,"-89.693298","40.6642","-82.687401","27.9102"
G4,"35",PIE,"3617",ABE,"4355","0",M80 320,"-82.687401","27.9102","-75.440804","40.6521"
G4,"35",PIE,"3617",AVL,"4007","0","320","-82.687401","27.9102","-82.541801","35.436199"
G4,"35",PIE,"3617",BGR,"3463","0","320","-82.687401","27.9102","-68.828102","44.8074"
G4,"35",PIE,"3617",CHA,"3578","0","320","-82.687401","27.9102","-85.203796","35.035301"
G4,"35",PIE,"3617",CID,"4043","0","320","-82.687401","27.9102","-91.7108","41.884701"
G4,"35",PIE,"3617",DSM,"3729","0",M80,"-82.687401","27.9102","-93.663101","41.534"
G4,"35",PIE,"3617",ELM,"3946","0",M80,"-82.687401","27.9102","-76.891602","42.159901"
G4,"35",PIE,"3617",FAR,"4292","0",M80,"-82.687401","27.9102","-96.815804","46.9207"
G4,"35",PIE,"3617",FSD,"4009","0","320","-82.687401","27.9102","-96.741898","43.582001"
G4,"35",PIE,"3617",FWA,"4041","0",M80 320,"-82.687401","27.9102","-85.195099","40.9785"
G4,"35",PIE,"3617",GRR,"3685","0","320","-82.687401","27.9102","-85.522797","42.880798"
G4,"35",PIE,"3617",GSO,"4008","0","320","-82.687401","27.9102","-79.937302","36.097801"
G4,"35",PIE,"3617",GSP,"4034","0",M80 320,"-82.687401","27.9102","-82.218903","34.895699"
G4,"35",PIE,"3617",HTS,"5742","0","320","-82.687401","27.9102","-82.557999","38.366699"
G4,"35",PIE,"3617",IAG,"3630","0",M80,"-82.687401","27.9102","-78.946198","43.1073"
G4,"35",PIE,"3617",LCK,"3674","0","320","-82.687401","27.9102","-82.927803","39.813801"
G4,"35",PIE,"3617",LEX,"4017","0","320","-82.687401","27.9102","-84.605904","38.036499"
G4,"35",PIE,"3617",MDT,"3542","0",M80,"-82.687401","27.9102","-76.763397","40.193501"
G4,"35",PIE,"3617",MLI,"4072","0",M80,"-82.687401","27.9102","-90.5075","41.448502"
G4,"35",PSC,"6133",AZA,"6505","0",M80,"-119.119003","46.264702","-111.654999","33.3078"
G4,"35",PSC,"6133",LAS,"3877","0",M80,"-119.119003","46.264702","-115.152","36.080101"
G4,"35",PSP,"3839",BLI,"3777","0",M80,"-116.507004","33.8297","-122.538002","48.792801"
G4,"35",PVU,"7579",AZA,"6505","0","319","-111.723","40.2192","-111.654999","33.3078"
G4,"35",PVU,"7579",LAX,"3484","0","319","-111.723","40.2192","-118.407997","33.942501"
G4,"35",PVU,"7579",OAK,"3453","0","319","-111.723","40.2192","-122.221001","37.721298"
G4,"35",RAP,"4087",AZA,"6505","0",M80,"-103.056999","44.0453","-111.654999","33.3078"
G4,"35",RAP,"4087",LAS,"3877","0",M80,"-103.056999","44.0453","-115.152","36.080101"
G4,"35",RFD,"4028",AZA,"6505","0","319","-89.097198","42.1954","-111.654999","33.3078"
G4,"35",RFD,"4028",LAS,"3877","0",M80,"-89.097198","42.1954","-115.152","36.080101"
G4,"35",RFD,"4028",PGD,"7056","0",M80,"-89.097198","42.1954","-81.990501","26.9202"
G4,"35",RFD,"4028",PIE,"3617","0","320","-89.097198","42.1954","-82.687401","27.9102"
G4,"35",RNO,"3807",LAS,"3877","0",M80,"-119.767998","39.4991","-115.152","36.080101"
G4,"35",ROA,"4016",PIE,"3617","0",M80,"-79.975403","37.3255","-82.687401","27.9102"
G4,"35",RST,"4048",AZA,"6505","0","319","-92.5","43.908298","-111.654999","33.3078"
G4,"35",SAN,"3731",BLI,"3777","0",M80,"-117.190002","32.733601","-122.538002","48.792801"
G4,"35",SBN,"4359",AZA,"6505","0",M80,"-86.317299","41.708698","-111.654999","33.3078"
G4,"35",SBN,"4359",LAS,"3877","0",M80,"-86.317299","41.708698","-115.152","36.080101"
G4,"35",SBN,"4359",PGD,"7056","0",M80,"-86.317299","41.708698","-81.990501","26.9202"
G4,"35",SBN,"4359",PIE,"3617","0",M80,"-86.317299","41.708698","-82.687401","27.9102"
G4,"35",SCK,"3805",LAS,"3877","0",M80,"-121.237999","37.894199","-115.152","36.080101"
G4,"35",SFB,"4167",ABE,"4355","0",320 M80,"-81.237503","28.777599","-75.440804","40.6521"
G4,"35",SFB,"4167",ATW,"4047","0","320","-81.237503","28.777599","-88.519096","44.258099"
G4,"35",SFB,"4167",AVL,"4007","0",M80,"-81.237503","28.777599","-82.541801","35.436199"
G4,"35",SFB,"4167",AVP,"4286","0",M80,"-81.237503","28.777599","-75.723396","41.338501"
G4,"35",SFB,"4167",BGR,"3463","0","320","-81.237503","28.777599","-68.828102","44.8074"
G4,"35",SFB,"4167",BIS,"4083","0","320","-81.237503","28.777599","-100.746002","46.772701"
G4,"35",SFB,"4167",BLV,"3790","0",M80,"-81.237503","28.777599","-89.835197","38.5452"
G4,"35",SFB,"4167",BMI,"4037","0","320","-81.237503","28.777599","-88.915901","40.4771"
G4,"35",SFB,"4167",BTV,"3711","0",M80,"-81.237503","28.777599","-73.153297","44.471901"
G4,"35",SFB,"4167",CHA,"3578","0",M80,"-81.237503","28.777599","-85.203796","35.035301"
G4,"35",SFB,"4167",CID,"4043","0",M80,"-81.237503","28.777599","-91.7108","41.884701"
G4,"35",SFB,"4167",CKB,"5730","0","320","-81.237503","28.777599","-80.228104","39.2966"
G4,"35",SFB,"4167",CVG,"3488","0","320","-81.237503","28.777599","-84.667801","39.048801"
G4,"35",SFB,"4167",DSM,"3729","0",M80,"-81.237503","28.777599","-93.663101","41.534"
G4,"35",SFB,"4167",ELM,"3946","0",320 M80,"-81.237503","28.777599","-76.891602","42.159901"
G4,"35",SFB,"4167",FAR,"4292","0","320","-81.237503","28.777599","-96.815804","46.9207"
G4,"35",SFB,"4167",FSD,"4009","0","320","-81.237503","28.777599","-96.741898","43.582001"
G4,"35",SFB,"4167",FWA,"4041","0",M80,"-81.237503","28.777599","-85.195099","40.9785"
G4,"35",SFB,"4167",GFK,"3442","0","320","-81.237503","28.777599","-97.176102","47.949299"
G4,"35",SFB,"4167",GRR,"3685","0",M80,"-81.237503","28.777599","-85.522797","42.880798"
G4,"35",SFB,"4167",GSO,"4008","0",M80,"-81.237503","28.777599","-79.937302","36.097801"
G4,"35",SFB,"4167",GSP,"4034","0","320","-81.237503","28.777599","-82.218903","34.895699"
G4,"35",SFB,"4167",HGR,"6739","0",M80,"-81.237503","28.777599","-77.7295","39.707901"
G4,"35",SFB,"4167",HTS,"5742","0",M80,"-81.237503","28.777599","-82.557999","38.366699"
G4,"35",SFB,"4167",IAG,"3630","0","320","-81.237503","28.777599","-78.946198","43.1073"
G4,"35",SFB,"4167",LAN,"3544","0",M80,"-81.237503","28.777599","-84.587402","42.778702"
G4,"35",SFB,"4167",LCK,"3674","0",M80,"-81.237503","28.777599","-82.927803","39.813801"
G4,"35",SFB,"4167",LEX,"4017","0",M80 320,"-81.237503","28.777599","-84.605904","38.036499"
G4,"35",SFB,"4167",LIT,"3660","0",M80,"-81.237503","28.777599","-92.224297","34.729401"
G4,"35",SFB,"4167",MDT,"3542","0",M80,"-81.237503","28.777599","-76.763397","40.193501"
G4,"35",SFB,"4167",MLI,"4072","0","320","-81.237503","28.777599","-90.5075","41.448502"
G4,"35",SFB,"4167",OKC,"3863","0","320","-81.237503","28.777599","-97.6007","35.393101"
G4,"35",SFB,"4167",OWB,"5758","0",M80,"-81.237503","28.777599","-87.166801","37.740101"
G4,"35",SFB,"4167",PBG,"3771","0",M80,"-81.237503","28.777599","-73.468102","44.650902"
G4,"35",SFB,"4167",PHF,"3633","0","320","-81.237503","28.777599","-76.492996","37.131901"
G4,"35",SFB,"4167",PSM,"5763","0",M80,"-81.237503","28.777599","-70.823303","43.0779"
G4,"35",SFB,"4167",RFD,"4028","0","320","-81.237503","28.777599","-89.097198","42.1954"
G4,"35",SFB,"4167",ROA,"4016","0","320","-81.237503","28.777599","-79.975403","37.3255"
G4,"35",SFB,"4167",SBN,"4359","0","320","-81.237503","28.777599","-86.317299","41.708698"
G4,"35",SFB,"4167",SGF,"4348","0",M80,"-81.237503","28.777599","-93.388603","37.245701"
G4,"35",SFB,"4167",SPI,"4336","0",M80,"-81.237503","28.777599","-89.677902","39.844101"
G4,"35",SFB,"4167",TOL,"4040","0",M80,"-81.237503","28.777599","-83.8078","41.5868"
G4,"35",SFB,"4167",TRI,"4116","0",M80,"-81.237503","28.777599","-82.407401","36.475201"
G4,"35",SFB,"4167",TUL,"3855","0","320","-81.237503","28.777599","-95.8881","36.198399"
G4,"35",SFB,"4167",TYS,"3676","0",M80 320,"-81.237503","28.777599","-83.994003","35.811001"
G4,"35",SFB,"4167",XNA,"4356","0","320","-81.237503","28.777599","-94.306801","36.281898"
G4,"35",SFB,"4167",YNG,"3881","0",M80,"-81.237503","28.777599","-80.6791","41.2607"
G4,"35",SGF,"4348",AZA,"6505","0",M80,"-93.388603","37.245701","-111.654999","33.3078"
G4,"35",SGF,"4348",LAS,"3877","0",M80,"-93.388603","37.245701","-115.152","36.080101"
G4,"35",SGF,"4348",PGD,"7056","0",M80,"-93.388603","37.245701","-81.990501","26.9202"
G4,"35",SGF,"4348",PIE,"3617","0","320","-93.388603","37.245701","-82.687401","27.9102"
G4,"35",SHV,"3609",LAS,"3877","0",M80,"-93.8256","32.446602","-115.152","36.080101"
G4,"35",SMX,"5772",LAS,"3877","0",M80,"-120.457001","34.898899","-115.152","36.080101"
G4,"35",STC,"4271",AZA,"6505","0","319","-94.059898","45.5466","-111.654999","33.3078"
G4,"35",SWF,"3661",PIE,"3617","0",M80,"-74.104797","41.504101","-82.687401","27.9102"
G4,"35",SYR,"3745",PIE,"3617","0","320","-76.1063","43.111198","-82.687401","27.9102"
G4,"35",TOL,"4040",PGD,"7056","0",M80,"-83.8078","41.5868","-81.990501","26.9202"
G4,"35",TOL,"4040",PIE,"3617","0","320","-83.8078","41.5868","-82.687401","27.9102"
G4,"35",TRI,"4116",PIE,"3617","0",M80,"-82.407401","36.475201","-82.687401","27.9102"
G4,"35",TYS,"3676",FLL,"3533","0",M80,"-83.994003","35.811001","-80.152702","26.072599"
G4,"35",TYS,"3676",PGD,"7056","0",M80,"-83.994003","35.811001","-81.990501","26.9202"
G4,"35",TYS,"3676",PIE,"3617","0",M80 320,"-83.994003","35.811001","-82.687401","27.9102"
G4,"35",XNA,"4356",LAS,"3877","0",M80,"-94.306801","36.281898","-115.152","36.080101"
G4,"35",YNG,"3881",MYR,"3515","0",M80,"-80.6791","41.2607","-78.928299","33.679699"
G4,"35",YNG,"3881",PGD,"7056","0",M80,"-80.6791","41.2607","-81.990501","26.9202"
