column_0,src_aoi,dest_aoi,trips_total,devices_total,trips_2016Q1,trips_2016Q2,trips_2016Q3,trips_2016Q4,trips_2017Q1,trips_2017Q2,trips_2017Q3,trips_2017Q4,trips_2018Q1,trips_2018Q2,trips_2018Q3,trips_2018Q4,trips_2019Q1,trips_2019Q2,devices_2016Q1,devices_2016Q2,devices_2016Q3,devices_2016Q4,devices_2017Q1,devices_2017Q2,devices_2017Q3,devices_2017Q4,devices_2018Q1,devices_2018Q2,devices_2018Q3,devices_2018Q4,devices_2019Q1,devices_2019Q2,src_group,src_lat,src_lon,dest_group,dest_lat,dest_lon
294,bunge_porto_nacional,port_bunge_terfron,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-10.67826636733225,-48.39236147806783,Port,-1.504274365426647,-48.723894087389375
295,bunge_porto_nacional,vli_porto_nacional,20,16,0,0,0,0,3,0,0,0,0,1,0,0,11,5,0,0,0,0,1,0,0,0,0,1,0,0,9,5,Bunge,-10.67826636733225,-48.39236147806783,Rail,-10.228910655239533,-48.559928055375714
296,bunge_roda_velha,alz_correntina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bunge,-12.764255981000648,-45.94349369011793,ALZ,-13.514436413431941,-46.100325311331126
297,bunge_roda_velha,bunge_lem,17,13,0,0,3,3,0,0,0,0,2,5,1,0,2,1,0,0,1,2,0,0,0,0,2,4,1,0,2,1,Bunge,-12.764255981000648,-45.94349369011793,Bunge,-12.092048017480773,-45.81771347563055
298,bunge_roda_velha,bunge_urucui,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Bunge,-7.378023049567718,-44.3946800982902
299,bunge_roda_velha,cargill_roda_vehla,13,9,0,0,0,0,1,0,0,0,2,8,0,0,0,2,0,0,0,0,1,0,0,0,1,5,0,0,0,2,Bunge,-12.764255981000648,-45.94349369011793,Cargill,-12.761695705437361,-45.9509617281451
300,bunge_roda_velha,cooproeste_roda_velha,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Bunge,-12.764255981000648,-45.94349369011793,Silo,-12.75003764443887,-45.940215817385166
301,bunge_roda_velha,fazenda_autralia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-11.366411263158204,-46.16927578815194
302,bunge_roda_velha,fazenda_indiana,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Bunge,-12.764255981000648,-45.94349369011793,Farm,-12.97980038315085,-45.92324824228817
303,bunge_roda_velha,fazenda_morro_agudo,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-13.115387835109038,-46.17088143697659
304,bunge_roda_velha,fazenda_ouro_verde,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-13.564687787342196,-46.15780532467192
305,bunge_roda_velha,franor_fazenda_sao_luis,12,10,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-12.924557077577175,-45.728155297006616
306,bunge_roda_velha,horita_fazenda_acalanto,4,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Horita,-12.962347499947446,-45.98152101910348
307,bunge_roda_velha,horita_fazenda_querubim,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-12.764255981000648,-45.94349369011793,Horita,-12.770338789448683,-46.031524511274675
308,bunge_roda_velha,horita_fazenda_sagarana,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Horita,-13.76104633724111,-46.162928314815275
309,bunge_roda_velha,horita_fazenda_ventura,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bunge,-12.764255981000648,-45.94349369011793,Horita,-13.136117198477445,-46.16290603306804
310,bunge_roda_velha,ideal_agronegocios,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Silo,-16.776261976239606,-47.62586228755776
311,bunge_roda_velha,port_cotegipe,27,22,0,0,1,1,3,0,0,0,1,3,3,5,2,8,0,0,1,1,1,0,0,0,1,3,2,5,2,6,Bunge,-12.764255981000648,-45.94349369011793,Port,-12.789990064463964,-38.475345685344294
312,bunge_roda_velha,slc_fazenda_palmares,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,SLC Agricola,-11.67320397041146,-46.061597891925054
313,bunge_roda_velha,unnamed_farm_001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-12.634220245623608,-46.1533396056685
314,bunge_roda_velha,unnamed_farm_004,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-14.055105661326875,-45.72280299377127
315,bunge_roda_velha,unnamed_farm_022,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-12.764255981000648,-45.94349369011793,Farm,-12.518218499789677,-46.15623204237453
316,bunge_sao_domingos_do_azeitao,bunge_porto_franco,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bunge,-6.83763809551261,-44.70948769578075,Bunge,-6.456285172910133,-47.41252413522379
317,bunge_sao_domingos_do_azeitao,bunge_urucui,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-6.83763809551261,-44.70948769578075,Bunge,-7.378023049567718,-44.3946800982902
318,bunge_sao_domingos_do_azeitao,fazenda_parnaiba,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bunge,-6.83763809551261,-44.70948769578075,Farm,-8.515402891583227,-46.07724974651918
319,bunge_sao_domingos_do_azeitao,port_tegram_itaqui,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bunge,-6.83763809551261,-44.70948769578075,Port,-2.5678155893113224,-44.36412112327756
320,bunge_sao_domingos_do_azeitao,unnamed_silo_2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Bunge,-6.83763809551261,-44.70948769578075,Silo,-8.042865536955613,-45.99720270422564
321,bunge_silo_ouro_verde,bunge_coaceral,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Bunge,-11.569615400974012,-46.00380224780701,Bunge,-10.557504018190185,-45.605890263759775
322,bunge_silo_ouro_verde,bunge_lem,26,18,0,0,7,1,0,0,0,2,2,4,2,0,6,2,0,0,3,1,0,0,0,1,2,3,2,0,4,2,Bunge,-11.569615400974012,-46.00380224780701,Bunge,-12.092048017480773,-45.81771347563055
323,bunge_silo_ouro_verde,bunge_nova_santa_rosa,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-11.569615400974012,-46.00380224780701,Bunge,-8.285293332246175,-44.572766641392946
324,bunge_silo_ouro_verde,bunge_ouro_verde,8,8,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,1,0,1,1,1,1,3,Bunge,-11.569615400974012,-46.00380224780701,Bunge,-11.534944020048753,-45.92098031028604
325,bunge_silo_ouro_verde,cargill_barreiras,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bunge,-11.569615400974012,-46.00380224780701,Cargill,-12.119007426839273,-45.09199184596753
326,bunge_silo_ouro_verde,cargill_coaceral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-11.569615400974012,-46.00380224780701,Cargill,-10.563250890430195,-45.656194044585526
327,bunge_silo_ouro_verde,cargill_estrondo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-11.569615400974012,-46.00380224780701,Cargill,-11.499290775797174,-46.30263780993221
328,bunge_silo_ouro_verde,cargill_ouro_verde,5,4,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,Bunge,-11.569615400974012,-46.00380224780701,Cargill,-11.535478325010438,-45.90083123987134
329,bunge_silo_ouro_verde,fazenda_autralia,7,5,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.366411263158204,-46.16927578815194
330,bunge_silo_ouro_verde,fazenda_barcelona_ouro_verde,71,29,0,0,0,0,0,0,0,6,2,18,5,5,29,6,0,0,0,0,0,0,0,4,2,9,3,4,5,2,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.594322195059112,-46.02040445153415
331,bunge_silo_ouro_verde,fazenda_dom_laurindo,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-12.086187441300767,-45.83708768308542
332,bunge_silo_ouro_verde,fazenda_friere_matriz,6,4,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.540255585337281,-46.14278560155947
333,bunge_silo_ouro_verde,fazenda_lg_ouro_verde,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.588150372954896,-46.01805624332325
334,bunge_silo_ouro_verde,fazenda_nossa_sra_aparecida,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.032415135765406,-46.111095746577156
335,bunge_silo_ouro_verde,fazenda_santana,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.674450176414853,-45.72150118852054
336,bunge_silo_ouro_verde,fazenda_sao_francisco_sede,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.677490073852098,-45.51623048706588
337,bunge_silo_ouro_verde,fazenda_triunfo,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.459930485415171,-45.6156866089245
338,bunge_silo_ouro_verde,port_cotegipe,14,14,0,0,0,0,0,0,0,0,1,2,0,5,3,3,0,0,0,0,0,0,0,0,1,2,0,5,3,3,Bunge,-11.569615400974012,-46.00380224780701,Port,-12.789990064463964,-38.475345685344294
339,bunge_silo_ouro_verde,slc_fazenda_palmares,5,5,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,Bunge,-11.569615400974012,-46.00380224780701,SLC Agricola,-11.67320397041146,-46.061597891925054
340,bunge_silo_ouro_verde,timac_candeias,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-11.569615400974012,-46.00380224780701,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
341,bunge_silo_ouro_verde,unnamed_farm_002,7,3,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.5273992702501,-46.07204642394317
342,bunge_silo_ouro_verde,unnamed_farm_010,33,21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.39114598485511,-45.44393348055084
343,bunge_silo_ouro_verde,unnamed_farm_023,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-11.610576192347839,-45.84390306328809
344,bunge_silo_ouro_verde,unnamed_farm_035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-10.53744024641651,-45.602254021013394
345,bunge_silo_ouro_verde,unnamed_farm_053,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-11.569615400974012,-46.00380224780701,Farm,-10.562056035487178,-45.501538315678395
346,bunge_silo_ouro_verde,vli_porto_nacional,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Bunge,-11.569615400974012,-46.00380224780701,Rail,-10.228910655239533,-48.559928055375714
347,bunge_silo_ouro_verde,yara_candeias,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bunge,-11.569615400974012,-46.00380224780701,Fertiliser/Seed,-12.711716619452897,-38.483913005924286
348,bunge_urucui,bunge_bom_jesus,10,10,0,0,0,0,0,0,0,0,1,3,3,2,0,1,0,0,0,0,0,0,0,0,1,3,3,2,0,1,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-9.278470271396909,-44.87886371113679
349,bunge_urucui,bunge_currais,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-8.79727643633994,-44.62921674394464
350,bunge_urucui,bunge_lem,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-12.092048017480773,-45.81771347563055
351,bunge_urucui,bunge_luziana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-16.123800508168877,-47.9605291390967
352,bunge_urucui,bunge_nova_santa_rosa,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-8.285293332246175,-44.572766641392946
353,bunge_urucui,bunge_sao_domingos_do_azeitao,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Bunge,-6.83763809551261,-44.70948769578075
354,bunge_urucui,cargill_campos_lindos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Cargill,-8.087188073403668,-46.660457381524154
355,bunge_urucui,cargill_coaceral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Cargill,-10.563250890430195,-45.656194044585526
356,bunge_urucui,fazenda_boa_esperanca,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.341993168350871,-44.42782629447498
357,bunge_urucui,fazenda_celeiro_piaui,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-9.399037838377366,-45.12093876181212
358,bunge_urucui,fazenda_condominio,6,6,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.403265681881187,-45.45235582454581
359,bunge_urucui,fazenda_ipe_insolo,9,8,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.431355974008175,-45.31645694357688
360,bunge_urucui,fazenda_montani,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.020721305181343,-44.90495278064076
361,bunge_urucui,fazenda_parnaiba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.515402891583227,-46.07724974651918
362,bunge_urucui,fazenda_sao_joao,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-9.016468398983331,-44.58173712017177
363,bunge_urucui,fazenda_serra_branca,12,9,0,0,0,0,0,0,0,0,0,1,4,0,6,1,0,0,0,0,0,0,0,0,0,1,2,0,5,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.016315666281868,-44.720082576476074
364,bunge_urucui,fazenda_uniao,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.638028912816917,-44.6695898146944
365,bunge_urucui,fazenda_verde_vale,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-7.724605107415592,-45.23005056398147
366,bunge_urucui,port_cotegipe,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Port,-12.789990064463964,-38.475345685344294
367,bunge_urucui,port_tegram_itaqui,15,14,0,0,0,0,1,0,0,0,2,5,6,0,0,1,0,0,0,0,1,0,0,0,1,5,6,0,0,1,Bunge,-7.378023049567718,-44.3946800982902,Port,-2.5678155893113224,-44.36412112327756
368,bunge_urucui,slc_fazenda_planeste,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,SLC Agricola,-8.554625570417382,-46.85891705752508
369,bunge_urucui,unnamed_farm_010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-11.39114598485511,-45.44393348055084
370,bunge_urucui,unnamed_farm_038,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-10.351746120276674,-45.55939811480252
371,bunge_urucui,unnamed_farm_041,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-7.979450727959575,-44.56683872018976
372,bunge_urucui,unnamed_farm_048,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.04972780203341,-44.86393727710455
373,bunge_urucui,unnamed_farm_049,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.242652183983811,-44.989707606072486
374,bunge_urucui,unnamed_farm_050,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.334210198568318,-45.093615002615074
375,bunge_urucui,unnamed_farm_051,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.716095782754604,-45.02902145549553
376,bunge_urucui,unnamed_farm_052,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.37921192420267,-44.32256576818719
377,bunge_urucui,unnamed_farm_054,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.185590956580581,-45.27128898286969
378,bunge_urucui,unnamed_farm_055,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.148720441705295,-45.21064133838371
379,bunge_urucui,unnamed_farm_056,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.157765929355476,-45.42537242503254
380,bunge_urucui,unnamed_farm_057,3,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.242183297016362,-45.219452368277246
381,bunge_urucui,unnamed_farm_058,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-8.073544653002095,-45.20290747428366
382,bunge_urucui,unnamed_farm_059,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Bunge,-7.378023049567718,-44.3946800982902,Farm,-9.08839891941517,-45.672472668271645
383,bunge_urucui,unnamed_farm_060,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Bunge,-7.378023049567718,-44.3946800982902,Farm,-9.051184412137909,-45.339201662031336
384,capul_animal_feed,bunge_luziana,9,7,0,0,0,1,0,0,0,0,2,0,2,2,1,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,Processor,-16.31926731234801,-46.90143130201021,Bunge,-16.123800508168877,-47.9605291390967
385,capul_animal_feed,coagril_unai,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Processor,-16.31926731234801,-46.90143130201021,Silo,-16.318401241892996,-46.95073450505078
386,capul_animal_feed,coagris_cristalina,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Processor,-16.31926731234801,-46.90143130201021,Silo,-16.780835527436075,-47.633610890207166
387,capul_animal_feed,ideal_agronegocios,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Processor,-16.31926731234801,-46.90143130201021,Silo,-16.776261976239606,-47.62586228755776
388,capul_animal_feed,unnamed_farm_047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Processor,-16.31926731234801,-46.90143130201021,Farm,-15.854946129848773,-46.78375561140868
389,cargill_balsas,abc_inco_porto_franco,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cargill,-7.515752950372763,-46.055375000899964,Processor,-6.457716829698047,-47.40404019513383
390,cargill_balsas,agrex_balsas,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Cargill,-7.515752950372763,-46.055375000899964,Silo,-7.521072490374383,-46.061578757784936
391,cargill_balsas,bunge_bom_jesus,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cargill,-7.515752950372763,-46.055375000899964,Bunge,-9.278470271396909,-44.87886371113679
392,cargill_balsas,bunge_porto_franco,21,18,0,1,0,0,1,0,1,0,0,0,3,1,8,6,0,1,0,0,1,0,1,0,0,0,3,1,6,5,Cargill,-7.515752950372763,-46.055375000899964,Bunge,-6.456285172910133,-47.41252413522379
393,cargill_balsas,cargill_barreiras,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Cargill,-7.515752950372763,-46.055375000899964,Cargill,-12.119007426839273,-45.09199184596753
394,cargill_balsas,cargill_campos_lindos,6,5,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,Cargill,-7.515752950372763,-46.055375000899964,Cargill,-8.087188073403668,-46.660457381524154
395,cargill_balsas,fazenda_cajueiro,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cargill,-7.515752950372763,-46.055375000899964,Farm,-7.232241748009938,-45.97761272679879
396,cargill_balsas,port_tegram_itaqui,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Cargill,-7.515752950372763,-46.055375000899964,Port,-2.5678155893113224,-44.36412112327756
397,cargill_balsas,unnamed_farm_013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-7.515752950372763,-46.055375000899964,Farm,-8.15208757717373,-46.73255348670849
398,cargill_balsas,unnamed_farm_015,10,5,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,Cargill,-7.515752950372763,-46.055375000899964,Farm,-7.299787931147933,-45.852121722052104
399,cargill_balsas,unnamed_farm_016,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cargill,-7.515752950372763,-46.055375000899964,Farm,-7.876918792001586,-46.362967305006364
