column_0,src_aoi,dest_aoi,trips_total,devices_total,trips_2016Q1,trips_2016Q2,trips_2016Q3,trips_2016Q4,trips_2017Q1,trips_2017Q2,trips_2017Q3,trips_2017Q4,trips_2018Q1,trips_2018Q2,trips_2018Q3,trips_2018Q4,trips_2019Q1,trips_2019Q2,devices_2016Q1,devices_2016Q2,devices_2016Q3,devices_2016Q4,devices_2017Q1,devices_2017Q2,devices_2017Q3,devices_2017Q4,devices_2018Q1,devices_2018Q2,devices_2018Q3,devices_2018Q4,devices_2019Q1,devices_2019Q2,src_group,src_lat,src_lon,dest_group,dest_lat,dest_lon
40,alz_coaceral,unnamed_farm_038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.351746120276674,-45.55939811480252
41,alz_coaceral,unnamed_farm_039,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.333574850067338,-45.685897791654355
42,alz_coaceral,unnamed_farm_042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.303890561159909,-45.79920567280835
43,alz_coaceral,unnamed_farm_053,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-10.56947881320294,-45.616555755055316,Farm,-10.562056035487178,-45.501538315678395
44,alz_correntina,alz_lem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-13.514436413431941,-46.100325311331126,ALZ,-12.105648435253842,-45.92666704751776
45,alz_correntina,bunge_lem,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.514436413431941,-46.100325311331126,Bunge,-12.092048017480773,-45.81771347563055
46,alz_correntina,bunge_roda_velha,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Bunge,-12.764255981000648,-45.94349369011793
47,alz_correntina,cargill_roda_vehla,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.514436413431941,-46.100325311331126,Cargill,-12.761695705437361,-45.9509617281451
48,alz_correntina,fazenda_friere_matriz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Farm,-11.540255585337281,-46.14278560155947
49,alz_correntina,fazenda_santa_helena,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Farm,-12.125575079952792,-46.317795873052525
50,alz_correntina,fazenda_vale_do_arrojado,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-13.760098799273699,-46.01071416803567
51,alz_correntina,horita_fazenda_sagarana,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ALZ,-13.514436413431941,-46.100325311331126,Horita,-13.76104633724111,-46.162928314815275
52,alz_correntina,j&h sementes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALZ,-13.514436413431941,-46.100325311331126,Fertiliser/Seed,-13.770881919061104,-46.15698542173158
53,alz_correntina,port_cotegipe,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ALZ,-13.514436413431941,-46.100325311331126,Port,-12.789990064463964,-38.475345685344294
54,alz_correntina,unnamed_farm_029,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.514436413431941,-46.100325311331126,Farm,-10.73352105522914,-45.708157897226236
55,alz_correntina,vli_porto_nacional,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,ALZ,-13.514436413431941,-46.100325311331126,Rail,-10.228910655239533,-48.559928055375714
56,alz_lem,alz_coaceral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-12.105648435253842,-45.92666704751776,ALZ,-10.56947881320294,-45.616555755055316
57,alz_lem,alz_correntina,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-12.105648435253842,-45.92666704751776,ALZ,-13.514436413431941,-46.100325311331126
58,alz_lem,bunge_lem,15,10,0,0,3,0,0,0,0,0,4,5,2,0,0,1,0,0,1,0,0,0,0,0,2,4,2,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Bunge,-12.092048017480773,-45.81771347563055
59,alz_lem,cargill_barreiras,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-12.119007426839273,-45.09199184596753
60,alz_lem,cargill_roda_vehla,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Cargill,-12.761695705437361,-45.9509617281451
61,alz_lem,fazenda_autralia,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.366411263158204,-46.16927578815194
62,alz_lem,fazenda_barcelona_ouro_verde,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.594322195059112,-46.02040445153415
63,alz_lem,fazenda_dom_laurindo,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ALZ,-12.105648435253842,-45.92666704751776,Farm,-12.086187441300767,-45.83708768308542
64,alz_lem,fazenda_santana,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.674450176414853,-45.72150118852054
65,alz_lem,fazenda_sao_francisco_sede,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.677490073852098,-45.51623048706588
66,alz_lem,fazenda_sao_luis_riachao_das_neves,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-11.649957898188838,-45.796851499824
67,alz_lem,loureiro_agro,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-12.105648435253842,-45.92666704751776,Farm,-12.037279413271516,-45.97850755074823
68,alz_lem,novaagri_lem,27,12,0,0,0,0,0,4,0,0,0,16,0,1,3,3,0,0,0,0,0,1,0,0,0,4,0,1,3,3,ALZ,-12.105648435253842,-45.92666704751776,Silo,-12.11074253040846,-45.92270406753642
69,alz_lem,port_cotegipe,20,15,1,0,3,0,0,0,0,0,0,6,0,0,9,1,1,0,2,0,0,0,0,0,0,5,0,0,6,1,ALZ,-12.105648435253842,-45.92666704751776,Port,-12.789990064463964,-38.475345685344294
70,alz_lem,slc_fazenda_palmares,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-12.105648435253842,-45.92666704751776,SLC Agricola,-11.67320397041146,-46.061597891925054
71,alz_lem,slc_fazenda_panorama,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-12.105648435253842,-45.92666704751776,SLC Agricola,-13.407856863662431,-46.09643970983853
72,alz_lem,timac_candeias,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ALZ,-12.105648435253842,-45.92666704751776,Fertiliser/Seed,-12.71314725607931,-38.48630991697935
73,alz_lem,unnamed_silo_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-12.105648435253842,-45.92666704751776,Silo,-8.042865536955613,-45.99720270422564
74,alz_lem,vli_porto_nacional,15,14,0,0,0,0,0,0,0,0,0,0,2,7,0,6,0,0,0,0,0,0,0,0,0,0,2,7,0,5,ALZ,-12.105648435253842,-45.92666704751776,Rail,-10.228910655239533,-48.559928055375714
75,alz_portochuelo,amaggi_fazenda_tucunare,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,ALZ,-13.475739755839776,-58.90891717178231
76,alz_portochuelo,amaggi_irantxe,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,ALZ,-12.802886885330336,-58.095083864175855
77,alz_portochuelo,amaggi_sapezal,3,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,ALZ,-8.620104397154687,-63.79741834363532,ALZ,-13.542603523203935,-58.80682030711946
78,alz_portochuelo,armazens_gerais_delazerri,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,Silo,-13.700695920866726,-59.26189069147651
79,alz_portochuelo,bernardo_alimentos,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,Processor,-10.849037982727749,-62.005915972464685
80,alz_portochuelo,bunge_campos_de_julio,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,Bunge,-13.706043376133678,-59.262941148890235
81,alz_portochuelo,cargill_campos_de_julio,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,ALZ,-8.620104397154687,-63.79741834363532,Cargill,-13.71722532974868,-59.2664651931475
82,alz_portochuelo,fazenda_falavinha,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,Farm,-14.199156062634197,-57.47372072476283
83,alz_portochuelo,fazenda_paiaguas,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-8.620104397154687,-63.79741834363532,Farm,-14.08073486861546,-57.45544822215466
84,alz_portochuelo,unnamed_farm_044,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,ALZ,-8.620104397154687,-63.79741834363532,Farm,-13.61650619494794,-57.90089347152706
85,alz_portochuelo,unnamed_silo_5,4,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,ALZ,-8.620104397154687,-63.79741834363532,Silo,-13.701699569020251,-59.26650610909801
86,amaggi_fazenda_agua_quente,alz_portochuelo,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ALZ,-13.839083360666766,-58.84285643119348,ALZ,-8.620104397154687,-63.79741834363532
87,amaggi_fazenda_agua_quente,amaggi_fazenda_tucunare,6,5,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,ALZ,-13.839083360666766,-58.84285643119348,ALZ,-13.475739755839776,-58.90891717178231
88,amaggi_fazenda_agua_quente,amaggi_sapezal,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,ALZ,-13.839083360666766,-58.84285643119348,ALZ,-13.542603523203935,-58.80682030711946
89,amaggi_fazenda_tucunare,alz_portochuelo,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ALZ,-13.475739755839776,-58.90891717178231,ALZ,-8.620104397154687,-63.79741834363532
90,amaggi_fazenda_tucunare,amaggi_fazenda_agua_quente,8,6,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,ALZ,-13.475739755839776,-58.90891717178231,ALZ,-13.839083360666766,-58.84285643119348
91,amaggi_fazenda_tucunare,amaggi_irantxe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-13.475739755839776,-58.90891717178231,ALZ,-12.802886885330336,-58.095083864175855
92,amaggi_fazenda_tucunare,amaggi_sapezal,22,13,0,0,0,0,0,0,0,0,3,8,6,2,2,1,0,0,0,0,0,0,0,0,3,2,3,2,2,1,ALZ,-13.475739755839776,-58.90891717178231,ALZ,-13.542603523203935,-58.80682030711946
93,amaggi_fazenda_tucunare,armazens_gerais_delazerri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ALZ,-13.475739755839776,-58.90891717178231,Silo,-13.700695920866726,-59.26189069147651
94,amaggi_fazenda_tucunare,fazenda_wilson_rotta,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ALZ,-13.475739755839776,-58.90891717178231,Farm,-13.63389118740599,-58.73403262803201
95,amaggi_fazenda_tucunare,unnamed_farm_044,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ALZ,-13.475739755839776,-58.90891717178231,Farm,-13.61650619494794,-57.90089347152706
96,amaggi_fazenda_tucunare,unnamed_silo_5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALZ,-13.475739755839776,-58.90891717178231,Silo,-13.701699569020251,-59.26650610909801
97,amaggi_fazenda_vale_do_araguaia,vli_palmeirante_2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ALZ,-11.720578576444872,-51.99224064251089,Rail,-8.069706192076906,-48.237972221167496
98,amaggi_irantxe,alz_portochuelo,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,ALZ,-12.802886885330336,-58.095083864175855,ALZ,-8.620104397154687,-63.79741834363532
99,amaggi_irantxe,amaggi_sapezal,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,ALZ,-12.802886885330336,-58.095083864175855,ALZ,-13.542603523203935,-58.80682030711946
100,amaggi_irantxe,armazens_gerais_delazerri,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,ALZ,-12.802886885330336,-58.095083864175855,Silo,-13.700695920866726,-59.26189069147651
101,amaggi_irantxe,bunge_campos_de_julio,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ALZ,-12.802886885330336,-58.095083864175855,Bunge,-13.706043376133678,-59.262941148890235
